	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0333821"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.90	0.00	0.00	0.00
"FBtr0085476"	72.08	75.43	89.47	93.97	96.45	95.75	116.96	102.99	110.11	65.06	67.57	73.68	70.16	57.85	93.92
"FBtr0085538"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085537"	22.10	25.85	30.23	27.29	28.48	29.12	8.81	4.99	6.63	18.63	15.78	20.05	21.23	20.95	32.49
"FBtr0085535"	279.48	286.81	268.72	270.41	261.99	264.71	280.44	312.29	288.56	311.47	326.53	286.74	280.56	281.73	221.93
"FBtr0085536"	8.01	8.04	8.75	5.01	6.84	6.68	7.34	7.26	6.30	4.88	5.77	8.69	6.69	6.15	5.53
"FBtr0085483"	74.16	70.45	72.62	94.71	91.34	99.57	68.15	67.45	66.94	70.43	83.67	83.49	65.74	70.97	66.13
"FBtr0085533"	24.82	26.30	26.34	33.43	35.02	35.27	5.99	4.71	6.16	25.01	24.33	27.94	31.30	36.35	35.26
"FBtr0085531"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085485"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
"FBtr0085486"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085528"	40.62	38.42	45.41	49.01	50.20	48.17	56.70	49.28	50.86	30.57	33.61	35.93	32.21	29.83	49.82
"FBtr0085529"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085530"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339144"	2.23	7.88	7.14	3.19	5.04	4.72	2.67	4.58	5.83	2.00	1.65	3.20	1.72	2.71	2.09
"FBtr0301745"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0301746"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339143"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085488"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0303095"	0.01	0.00	0.00	0.00	0.00	0.00	0.05	0.02	0.04	0.00	0.01	0.00	0.00	0.01	0.00
"FBtr0085527"	53.34	68.17	68.42	75.90	80.29	77.70	96.37	78.62	89.55	52.79	52.71	58.61	72.66	54.53	88.13
"FBtr0335006"	44.71	42.66	48.89	43.81	44.74	48.25	12.50	8.00	10.87	39.01	40.84	49.28	35.46	37.21	37.43
"FBtr0339942"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
"FBtr0089927"	107.25	102.73	107.97	112.93	114.73	118.76	143.22	142.68	132.45	110.59	99.07	111.93	113.32	101.49	119.23
"FBtr0303035"	4.50	5.99	7.35	3.83	3.94	2.86	9.47	8.04	5.60	5.83	6.94	2.94	2.76	6.26	6.98
"FBtr0085523"	55.60	63.55	64.68	71.62	79.88	73.94	76.78	71.79	83.07	54.43	54.76	59.66	35.67	40.16	56.33
"FBtr0335005"	81.87	78.44	84.10	89.50	86.86	94.59	113.37	108.89	96.88	77.31	85.40	75.08	103.27	89.75	117.71
"FBtr0085489"	141.15	111.58	112.22	85.76	88.11	86.50	145.06	158.27	142.79	110.29	108.83	110.92	128.41	147.93	125.22
"FBtr0310274"	145.15	175.14	173.03	165.78	164.34	211.42	181.50	244.06	232.04	171.33	243.84	211.78	202.42	210.45	126.49
"FBtr0346158"	2683.54	2629.75	2626.16	2192.66	2125.78	2260.72	2994.59	3256.12	3162.00	2929.49	3126.39	2940.09	3036.91	2783.40	2380.26
"FBtr0346159"	0.36	0.98	0.77	0.91	0.00	0.31	1.52	1.30	1.79	0.28	1.07	1.13	0.29	0.65	0.00
"FBtr0089920"	0.00	0.75	1.39	3.97	1.72	3.30	0.45	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.28
"FBtr0089921"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089922"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089923"	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089924"	0.00	0.47	0.00	0.00	0.45	0.55	0.00	0.00	0.00	0.00	0.00	0.00	1.59	0.79	1.33
"FBtr0089925"	49.97	53.34	56.22	62.86	58.27	63.34	6.41	5.29	7.33	39.40	39.28	42.01	50.43	56.60	58.80
"FBtr0303032"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.82	2.74	0.00	0.00	0.00
"FBtr0303033"	9.94	12.53	9.69	15.22	15.99	11.34	3.39	0.29	1.60	5.74	9.00	9.85	7.17	11.06	11.81
"FBtr0303034"	0.39	1.81	0.42	1.00	2.74	0.74	0.00	0.32	0.00	1.98	0.00	1.30	0.87	0.96	1.10
"FBtr0085515"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0332429"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085514"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085503"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331355"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085508"	51.99	49.15	46.85	67.00	64.68	62.67	24.25	21.21	25.95	54.89	60.60	61.51	58.17	62.19	52.77
"FBtr0085505"	0.22	0.52	0.36	0.28	0.28	0.30	0.05	0.01	0.02	0.16	0.13	0.18	0.20	0.24	0.34
"FBtr0300825"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.00	0.00	0.00	0.00	0.00
"FBtr0085545"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085608"	37.23	50.02	53.28	55.46	49.07	52.37	46.10	46.42	44.99	27.94	35.05	31.92	33.15	43.04	50.51
"FBtr0334707"	2.64	2.25	1.70	0.48	3.56	1.87	0.00	0.00	2.00	2.04	1.06	1.76	1.41	2.01	1.94
"FBtr0085546"	40.73	39.80	38.72	49.78	45.42	43.02	1.23	1.31	1.84	33.04	34.31	38.10	36.92	48.47	43.05
"FBtr0085607"	115.15	111.12	96.93	115.68	121.78	117.78	130.02	149.56	141.31	127.21	132.78	140.21	135.06	135.45	134.05
"FBtr0085547"	17.26	20.63	22.66	24.28	24.38	27.14	22.87	17.66	24.12	14.90	17.04	19.61	19.84	22.07	24.37
"FBtr0085548"	38.62	47.70	53.21	53.44	51.77	53.25	56.29	43.45	52.38	38.46	33.34	33.41	42.79	38.82	46.01
"FBtr0085549"	0.00	0.00	1.40	1.40	0.35	1.43	0.86	0.68	1.12	0.73	0.69	1.04	0.75	1.95	1.60
"FBtr0085550"	0.03	0.06	0.07	0.06	0.00	0.00	0.03	0.00	0.00	0.16	0.00	0.00	0.00	0.03	0.00
"FBtr0085551"	0.00	0.00	0.00	0.00	0.07	0.16	0.00	0.00	0.06	0.00	0.13	0.10	0.00	0.00	0.00
"FBtr0085606"	32.33	34.47	33.18	34.98	36.37	33.31	14.75	20.53	16.69	35.80	37.55	30.50	34.68	43.31	35.57
"FBtr0113308"	1441.80	1273.80	1148.82	1412.86	1353.30	1367.00	631.74	636.88	659.62	1475.21	1373.33	1413.49	1420.38	1429.65	1226.13
"FBtr0085605"	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
"FBtr0085603"	0.46	0.40	0.45	1.47	0.99	0.36	0.00	0.00	0.45	0.70	0.00	0.00	0.00	1.22	1.04
"FBtr0334706"	73.77	89.52	98.61	96.65	92.93	99.90	22.62	17.34	23.89	54.04	59.22	62.61	50.61	62.88	64.33
"FBtr0085602"	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0100418"	0.06	0.00	0.03	0.00	0.07	0.00	0.00	0.00	0.03	0.00	0.00	0.05	0.00	0.00	0.04
"FBtr0334705"	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085601"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085600"	44.99	53.49	59.66	58.76	61.07	59.68	73.05	61.54	68.71	45.33	44.65	47.60	50.77	43.96	62.16
"FBtr0085559"	2.94	4.55	4.80	5.49	5.97	6.59	2.22	3.00	3.75	3.50	2.84	4.32	4.31	3.96	4.06
"FBtr0085560"	102.33	114.42	120.00	136.92	139.76	136.14	49.87	38.60	44.95	106.00	105.89	107.57	115.98	114.36	120.30
"FBtr0303240"	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085561"	0.62	0.28	1.96	0.76	0.68	0.76	1.54	1.10	1.16	1.43	0.67	0.73	0.27	0.00	0.96
"FBtr0310420"	60.25	61.50	69.88	74.75	69.20	69.01	93.68	81.37	87.61	51.80	57.81	55.45	51.54	40.84	75.84
"FBtr0085562"	0.00	0.34	0.00	0.00	0.14	0.00	0.00	0.17	0.00	0.00	0.00	0.15	0.00	0.00	0.00
"FBtr0085581"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334658"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
"FBtr0085567"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0347342"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302562"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0452163"	0.03	0.03	0.00	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.00	0.00
"FBtr0085574"	35.07	33.68	33.62	40.61	38.95	40.25	34.07	38.02	36.09	42.34	35.89	39.47	43.06	44.03	47.99
"FBtr0339185"	4.11	4.24	4.11	5.02	4.59	2.97	8.44	6.65	6.03	6.77	6.71	5.87	6.95	8.09	8.54
"FBtr0085568"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085569"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339182"	0.00	0.00	0.00	0.00	0.06	0.03	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.00
"FBtr0085573"	0.00	0.10	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346162"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085572"	0.07	0.20	0.15	0.06	0.11	0.06	0.00	0.27	0.15	0.06	0.12	0.06	0.06	0.00	0.00
"FBtr0085571"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00
"FBtr0089422"	4370.20	4312.21	4172.71	3626.13	3771.67	4029.71	4570.44	4798.79	4724.60	4583.12	4755.34	4278.40	4847.40	4619.52	3896.72
"FBtr0089423"	1.54	1.47	1.70	2.73	3.75	1.38	4.06	5.18	3.30	3.77	3.95	4.35	1.69	1.44	1.42
"FBtr0089425"	121.53	108.08	106.64	110.92	121.06	120.59	125.28	119.07	134.43	123.12	121.62	132.63	102.06	101.42	89.72
"FBtr0339183"	113.58	123.82	111.44	114.94	102.49	109.63	119.17	149.44	112.40	103.63	101.53	103.19	105.37	110.93	87.30
"FBtr0085639"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085638"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345122"	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.05	0.00	0.00	0.00	0.04	0.00	0.00	0.04
"FBtr0345230"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00
"FBtr0345231"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085618"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085629"	138.54	125.59	108.93	146.59	138.37	135.05	101.29	107.42	102.89	136.59	131.96	123.92	121.83	135.82	125.83
"FBtr0346511"	11.23	8.87	8.67	12.33	13.43	11.92	9.93	12.60	11.80	20.14	16.10	16.31	10.86	11.28	12.04
"FBtr0085625"	68.26	56.11	46.98	65.92	59.65	61.32	65.75	75.49	81.44	68.30	82.17	78.65	84.11	87.95	52.74
"FBtr0085628"	73.46	60.98	57.10	66.32	62.44	56.99	45.47	48.82	50.19	68.54	78.35	71.94	64.59	73.67	69.17
"FBtr0085627"	83.49	91.21	98.16	91.82	90.65	94.39	123.36	95.81	112.87	69.97	67.98	73.93	70.07	85.24	92.24
"FBtr0339142"	4.08	23.37	36.14	38.08	37.09	40.23	5.94	3.64	13.55	0.00	11.26	6.99	18.01	5.47	26.54
"FBtr0085626"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085644"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00
"FBtr0113310"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339141"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330291"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085691"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331358"	28.73	31.60	34.22	33.96	36.45	35.09	43.68	34.13	42.97	25.01	24.85	28.88	27.90	21.79	35.87
"FBtr0085645"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085646"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085647"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085648"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085649"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331357"	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.03	0.00	0.00	0.03	0.00
"FBtr0085650"	0.00	0.00	0.00	0.00	0.05	0.03	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
"FBtr0085690"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.08
"FBtr0085652"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22
"FBtr0085653"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085688"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085655"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0110859"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345121"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085685"	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
"FBtr0085657"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085664"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0336448"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0336449"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085680"	0.11	0.15	0.29	0.28	0.18	0.05	1.06	0.26	0.45	0.51	0.61	0.87	0.14	0.10	0.04
"FBtr0085679"	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.02
"FBtr0085673"	0.00	0.49	0.33	0.00	0.25	0.28	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.28	0.23
"FBtr0085674"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085675"	0.00	1.06	3.37	7.37	15.34	10.49	1.10	1.79	0.23	5.39	2.06	7.18	5.89	5.77	0.00
"FBtr0085676"	7.43	8.04	6.92	8.34	7.78	12.23	1.34	2.04	1.14	7.68	6.22	6.75	7.34	10.32	9.94
"FBtr0085677"	0.00	0.00	0.00	4.32	3.25	4.06	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00
"FBtr0085678"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302313"	33.15	31.12	31.86	42.91	40.47	42.60	5.59	2.64	4.68	30.89	24.71	28.07	30.77	39.65	44.92
"FBtr0302605"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302606"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302607"	0.52	0.73	0.57	0.65	0.20	1.03	0.00	0.00	0.00	0.00	0.42	0.20	0.64	1.27	0.80
"FBtr0302608"	13.07	17.09	24.55	20.81	13.09	17.65	0.00	3.48	6.26	10.49	7.67	16.37	21.90	15.63	20.44
"FBtr0302609"	26.91	24.20	13.30	19.39	19.24	14.77	3.94	0.00	0.31	25.28	25.55	19.34	25.36	31.81	14.92
"FBtr0302610"	1.28	1.19	0.82	1.71	1.84	2.47	0.00	0.00	0.00	0.54	1.09	0.55	0.27	0.00	2.17
"FBtr0335443"	0.33	0.00	0.00	0.00	0.29	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335444"	0.00	0.00	0.00	0.68	0.00	0.33	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.28
"FBtr0335445"	0.04	0.00	0.00	0.65	0.32	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00
"FBtr0085672"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335441"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
"FBtr0085698"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085728"	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335455"	0.07	0.06	0.00	0.06	0.00	0.06	0.00	0.00	0.07	0.00	0.00	0.00	0.06	0.00	0.10
"FBtr0085699"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339513"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00
"FBtr0335451"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335452"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085700"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346147"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085723"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0306293"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.16	0.00
"FBtr0085721"	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085722"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0306292"	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00
"FBtr0445215"	141.60	134.16	131.23	138.03	127.89	143.27	51.89	54.85	57.17	132.87	160.12	142.97	127.83	144.90	112.32
"FBtr0085708"	0.00	0.03	0.00	0.00	0.01	0.00	0.00	0.00	0.02	0.00	0.01	0.00	0.00	0.00	0.00
"FBtr0335414"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085710"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085719"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085718"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344715"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
"FBtr0344716"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346757"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346758"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
"FBtr0085715"	0.00	0.00	0.05	0.08	0.00	0.00	0.10	0.00	0.00	0.04	0.04	0.04	0.00	0.05	0.00
"FBtr0085752"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085751"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085731"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085741"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
"FBtr0334547"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0290201"	0.00	0.00	0.00	0.00	0.03	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085739"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085736"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085737"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0309194"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0309195"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085755"	0.00	0.05	0.00	0.02	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
"FBtr0085757"	214.23	214.15	217.06	231.64	239.06	231.39	259.60	265.65	251.32	231.01	202.46	223.26	224.99	204.17	229.82
"FBtr0085776"	31.73	34.16	32.87	38.61	36.64	39.01	38.25	35.58	35.48	32.83	26.11	32.09	33.67	31.79	35.24
"FBtr0085772"	1179.61	1251.70	1354.91	1606.45	1617.47	1576.47	1048.97	829.94	967.69	1140.15	1173.91	1214.09	1064.68	947.58	1000.35
"FBtr0085773"	0.24	0.77	0.26	0.20	0.55	1.16	0.53	0.37	0.00	0.44	0.61	0.70	0.11	0.48	0.11
"FBtr0085774"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0305121"	2.77	3.92	3.94	3.99	5.73	4.13	2.12	0.99	2.49	2.17	2.77	3.64	0.90	1.24	0.65
"FBtr0305122"	0.24	0.00	0.24	0.21	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
