	"X8294_w_01.genes.results"	"X8295_w_01.genes.results"	"X8296_w_01.genes.results"	"X8297_nos_01.genes.results"	"X8298_nos_01.genes.results"	"X8299_nos_01.genes.results"	"X8300_w_23.genes.results"	"X8301_w_23.genes.results"	"X8302_w_23.genes.results"	"X8303_nos_23.genes.results"	"X8304_nos_23.genes.results"	"X8305_nos_23.genes.results"
"FBgn0039068"	16.91	19.06	19.32	19.73	24.21	20.08	9.12	9.37	9.05	10.23	10.77	10.79
"FBgn0039069"	0.27	0.38	0.87	0.46	0.45	1.32	1.35	2.95	2.90	1.70	3.40	2.94
"FBgn0039070"	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.08	0.03	0.03
"FBgn0039071"	0.00	0.04	0.05	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.03	0.00
"FBgn0039073"	96.44	95.23	92.55	81.68	75.04	85.87	128.52	134.60	123.06	94.02	87.92	106.11
"FBgn0039075"	0.07	0.01	0.34	0.04	0.00	0.26	0.26	0.33	0.15	0.16	0.19	0.21
"FBgn0039077"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039078"	0.02	0.00	0.02	0.02	0.00	0.07	0.03	0.00	0.00	0.06	0.12	0.06
"FBgn0039079"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04
"FBgn0039080"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039081"	0.90	0.77	3.86	0.00	0.00	0.11	1.00	3.49	2.62	0.00	0.00	0.26
"FBgn0039083"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039084"	0.07	0.03	0.11	0.04	0.03	0.41	0.62	0.14	0.13	0.50	0.19	0.20
"FBgn0039085"	0.21	0.39	0.71	0.00	0.04	0.18	0.41	0.48	0.45	0.47	0.61	0.19
"FBgn0039086"	0.04	0.00	0.10	0.00	0.00	0.00	0.05	0.36	0.04	0.00	0.00	0.12
"FBgn0039087"	0.08	0.08	0.05	0.00	0.00	0.08	0.09	0.04	0.21	0.04	0.03	0.04
"FBgn0039088"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039089"	0.11	0.04	0.18	0.00	0.00	0.09	0.07	0.18	0.15	0.02	0.00	0.12
"FBgn0039091"	1.08	1.21	3.41	0.04	0.00	0.07	0.92	3.17	1.91	0.03	1.33	0.84
"FBgn0039092"	0.00	0.07	0.13	0.00	0.00	0.00	0.08	0.10	0.03	0.04	0.03	0.06
"FBgn0039093"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00
"FBgn0039094"	17.10	14.01	14.42	10.96	9.51	11.14	1.65	2.77	3.26	1.58	2.32	1.72
"FBgn0039098"	181.22	204.81	198.04	86.26	86.89	72.86	142.59	115.46	109.33	66.47	73.96	60.86
"FBgn0039099"	94.52	115.71	109.87	93.69	106.85	103.74	136.38	139.96	138.32	137.04	145.00	130.25
"FBgn0039101"	0.39	0.74	0.47	0.50	0.41	0.54	3.04	3.21	3.57	2.02	2.39	1.74
"FBgn0039102"	0.25	0.06	0.07	0.32	0.13	1.16	1.34	1.35	1.59	0.43	0.43	1.88
"FBgn0039104"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.24	0.19
"FBgn0039106"	0.08	0.09	0.00	0.00	0.00	0.17	0.18	0.31	0.15	0.17	0.06	0.38
"FBgn0039107"	0.21	0.11	0.61	0.00	0.00	0.11	1.12	1.32	0.77	0.10	0.12	0.24
"FBgn0039108"	0.04	0.00	0.05	0.00	0.00	0.29	0.30	0.23	0.11	0.28	0.09	0.33
"FBgn0039109"	33.53	31.78	31.56	19.15	19.09	23.34	31.96	25.83	22.37	20.64	14.85	18.68
"FBgn0039110"	204.49	186.47	170.89	214.50	204.52	205.14	159.02	139.61	138.99	187.96	167.74	168.90
"FBgn0039111"	45.92	48.09	47.50	40.94	46.09	45.77	13.94	13.62	18.42	22.04	24.51	18.54
"FBgn0039112"	133.23	143.74	144.05	123.81	133.52	129.90	122.93	130.02	103.84	124.31	123.19	128.90
"FBgn0039113"	118.28	113.11	109.52	103.39	106.52	113.20	163.50	158.06	146.46	145.76	140.32	146.63
"FBgn0039114"	5.76	6.62	6.52	0.97	1.59	2.32	13.72	13.89	13.87	3.38	4.46	3.78
"FBgn0039115"	72.49	82.99	86.85	76.45	91.39	81.23	101.29	107.31	101.41	104.19	104.79	103.95
"FBgn0039116"	68.41	75.98	66.71	91.47	92.74	93.32	110.72	118.36	135.06	127.82	145.68	136.53
"FBgn0039117"	23.30	22.06	19.47	20.50	19.23	20.73	3.28	3.04	2.87	9.10	7.31	7.00
"FBgn0039118"	8.27	9.21	9.92	9.34	9.22	10.44	14.37	16.34	17.22	10.80	12.80	12.25
"FBgn0039120"	117.80	95.16	101.76	93.40	78.75	97.70	78.62	63.31	50.11	66.31	57.01	66.44
"FBgn0039124"	0.52	0.71	0.31	0.06	0.14	0.05	0.42	0.25	0.23	0.13	0.07	0.12
"FBgn0039125"	91.49	87.01	87.76	82.29	87.67	85.28	43.10	38.51	36.42	58.24	52.45	52.71
"FBgn0039126"	105.72	104.40	99.03	102.01	100.96	96.64	35.19	23.72	19.38	49.84	37.22	32.84
"FBgn0039128"	47.68	53.17	53.39	51.78	62.13	52.41	76.81	74.11	76.74	62.35	73.29	73.76
"FBgn0039129"	0.58	0.15	0.85	0.93	1.18	1.48	0.79	1.49	2.41	2.56	2.18	2.75
"FBgn0039130"	64.93	65.88	67.50	68.28	67.95	71.14	102.63	101.41	106.67	93.97	95.75	99.36
"FBgn0039131"	0.00	0.00	0.35	0.00	0.00	0.66	0.23	0.12	0.19	0.38	0.16	0.43
"FBgn0039132"	108.57	125.24	137.31	107.09	120.53	110.72	117.53	111.62	87.75	115.73	108.27	112.05
"FBgn0039135"	96.25	112.87	113.10	90.41	95.75	98.47	14.51	16.69	22.22	29.88	34.74	28.41
"FBgn0039136"	76.47	73.28	78.89	73.22	74.76	79.90	117.45	116.15	117.44	109.31	112.93	114.84
"FBgn0039137"	15.71	14.13	13.69	8.82	8.01	9.92	12.28	11.67	10.13	7.74	8.12	7.98
"FBgn0039139"	25.09	25.89	20.17	26.84	27.60	26.60	13.98	16.91	24.85	15.23	19.36	18.41
"FBgn0039140"	56.47	51.84	51.55	51.35	47.19	52.22	73.19	63.66	56.27	61.20	52.45	61.96
"FBgn0039141"	66.41	55.12	48.15	56.42	42.28	56.23	10.07	9.06	9.80	17.47	15.52	14.43
"FBgn0039145"	70.11	69.56	74.59	49.67	65.33	54.76	43.40	43.40	43.72	51.12	45.99	50.19
"FBgn0039147"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.09	0.07	0.00
"FBgn0039149"	44.07	54.36	49.62	34.22	37.92	38.48	75.83	73.42	84.25	55.05	57.18	48.85
"FBgn0039150"	75.37	68.18	65.28	62.27	56.57	64.21	34.93	26.66	24.97	41.53	35.85	34.53
"FBgn0039151"	0.03	0.04	0.04	0.00	0.07	0.25	0.41	0.45	0.48	0.24	0.37	0.28
"FBgn0039152"	0.05	0.00	0.02	0.31	0.42	0.60	0.15	0.04	0.12	0.89	0.78	1.13
"FBgn0039153"	30.02	32.72	32.60	25.82	27.79	25.73	11.46	9.23	6.44	23.10	21.34	20.21
"FBgn0039154"	0.13	0.53	1.84	0.33	0.40	0.54	0.99	1.60	2.19	0.78	0.99	1.91
"FBgn0039155"	0.00	0.04	0.09	0.19	0.00	0.34	0.12	0.17	0.07	0.26	0.42	0.37
"FBgn0039156"	98.46	94.75	87.83	90.00	77.38	85.57	7.68	6.92	5.48	16.57	13.42	9.77
"FBgn0039157"	3.93	4.07	3.51	4.10	3.76	4.27	3.94	3.84	3.85	4.08	3.84	4.41
"FBgn0039158"	34.52	40.30	39.47	29.56	30.74	30.25	40.74	33.53	31.03	31.07	30.95	32.22
"FBgn0039159"	66.68	69.78	66.24	77.06	73.11	67.83	76.23	73.80	79.27	78.90	78.99	79.30
"FBgn0039160"	118.43	109.99	108.75	102.36	110.57	111.36	149.05	144.83	132.54	131.11	132.61	149.46
"FBgn0039161"	0.00	0.14	0.16	0.00	0.00	0.65	0.15	0.26	0.33	0.50	0.16	0.41
"FBgn0039163"	238.83	241.96	236.16	239.14	270.94	236.96	311.83	290.14	301.90	275.73	279.84	270.94
"FBgn0039165"	6.69	7.53	7.35	6.21	6.84	6.36	4.74	4.24	4.73	6.48	5.51	6.23
"FBgn0039167"	0.83	0.77	0.45	0.98	1.18	2.15	4.45	4.13	4.61	3.99	4.13	4.07
"FBgn0039169"	41.65	31.67	30.35	36.66	28.59	35.43	6.95	8.01	7.66	7.96	9.32	7.87
"FBgn0039170"	17.54	17.13	18.92	14.80	15.92	15.15	7.13	4.09	3.59	7.34	6.47	5.35
"FBgn0039172"	195.55	209.11	206.52	189.36	198.23	190.66	164.91	184.71	188.21	204.78	206.30	201.77
"FBgn0039175"	87.13	87.59	72.70	82.56	69.51	78.59	8.86	9.27	9.87	18.18	16.88	14.04
"FBgn0039178"	0.27	0.20	1.06	0.50	0.36	1.46	0.74	1.42	1.04	2.31	2.12	1.63
"FBgn0039180"	0.09	0.00	0.10	0.22	0.00	0.27	0.28	0.16	0.30	0.43	0.39	0.16
"FBgn0039182"	74.97	60.66	62.70	63.53	55.54	68.84	96.34	85.41	75.60	80.50	70.74	87.05
"FBgn0039183"	49.27	43.15	38.87	49.28	42.56	50.84	44.56	40.30	38.55	46.35	42.71	48.48
"FBgn0039184"	0.05	0.00	0.00	0.04	0.06	0.00	0.17	0.05	0.26	0.13	0.07	0.21
"FBgn0039186"	217.47	163.93	165.61	184.22	158.79	199.25	125.87	82.84	68.25	128.32	96.56	114.49
"FBgn0039187"	59.98	49.85	50.20	44.11	38.35	45.75	10.72	8.36	8.67	15.06	14.37	12.22
"FBgn0039188"	47.20	40.60	43.42	40.94	42.66	40.52	55.25	51.54	48.67	49.04	42.60	46.42
"FBgn0039189"	39.66	40.78	33.15	36.65	35.97	37.57	12.27	16.70	18.97	21.33	25.91	20.16
"FBgn0039190"	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08
"FBgn0039192"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00
"FBgn0039193"	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.44	0.00
"FBgn0039194"	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.07	0.00	0.08	0.12	0.00
"FBgn0039195"	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.31	0.43	0.09
"FBgn0039196"	0.00	0.00	0.00	0.06	0.00	0.21	0.05	0.00	0.00	0.30	0.35	0.14
"FBgn0039197"	0.00	0.00	0.00	0.08	0.00	0.25	0.00	0.00	0.00	0.57	0.56	0.28
"FBgn0039198"	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.16	0.10
"FBgn0039199"	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.21	0.05	0.06
"FBgn0039200"	0.00	0.00	0.00	0.00	0.00	0.25	0.26	0.00	0.11	0.36	0.37	0.11
"FBgn0039201"	0.00	0.10	0.04	0.04	0.10	0.03	0.07	0.06	0.16	0.22	0.14	0.20
"FBgn0039202"	0.00	0.20	0.00	0.00	0.14	0.07	0.14	0.06	0.18	0.20	0.25	0.18
"FBgn0039203"	0.00	0.00	0.00	0.21	0.17	1.51	0.87	0.23	0.14	0.24	0.80	0.67
"FBgn0039204"	30.11	26.19	22.48	30.04	26.45	27.09	10.68	12.62	13.82	15.15	15.76	12.71
"FBgn0039205"	22.87	26.41	21.93	22.75	22.72	20.23	10.16	15.88	19.93	11.34	14.43	11.97
"FBgn0039207"	86.91	71.56	75.42	57.90	49.61	64.90	72.90	56.89	42.28	47.43	38.71	49.29
"FBgn0039209"	39.67	34.01	33.58	30.01	25.07	31.07	5.79	5.43	4.54	10.41	9.88	9.19
"FBgn0039210"	83.37	66.20	67.49	74.69	79.16	76.42	61.86	52.28	54.95	63.47	63.26	59.00
"FBgn0039212"	96.20	90.42	83.77	93.13	78.68	87.56	38.87	29.99	27.18	50.70	41.97	39.18
"FBgn0039213"	81.70	71.80	72.32	79.44	74.54	80.44	78.21	70.60	61.41	82.07	70.80	79.98
"FBgn0039214"	25.21	15.12	17.98	18.86	11.99	18.58	11.88	7.99	6.99	10.52	8.37	11.28
"FBgn0039215"	47.58	35.93	33.30	50.91	44.09	50.55	44.62	35.82	35.10	50.60	43.53	48.88
"FBgn0039217"	0.03	0.00	0.00	0.00	0.00	0.53	0.58	0.08	0.20	0.34	0.15	0.13
"FBgn0039218"	137.22	161.80	168.76	123.30	179.22	127.36	195.06	228.92	216.81	181.14	221.04	212.61
"FBgn0039219"	72.60	82.67	66.99	103.68	86.51	91.45	50.32	42.62	36.73	49.75	47.82	49.79
"FBgn0039223"	65.15	56.21	52.39	56.38	50.31	55.34	4.40	3.42	3.51	13.34	11.25	8.73
"FBgn0039224"	0.00	0.00	0.05	0.00	0.42	0.08	0.17	0.00	0.00	0.28	0.12	0.15
"FBgn0039225"	0.00	0.00	0.00	0.00	0.00	0.05	0.03	0.00	0.04	0.00	0.02	0.00
"FBgn0039226"	4.68	3.62	4.81	1.33	2.16	2.65	6.84	6.56	6.91	3.11	2.90	3.27
"FBgn0039227"	121.57	95.90	103.63	88.77	85.45	94.71	138.53	123.35	110.83	104.61	96.76	115.62
"FBgn0039228"	0.00	0.00	0.00	0.00	0.00	0.09	0.10	0.00	0.00	0.18	0.14	0.42
"FBgn0039229"	101.20	75.37	68.68	117.25	102.40	116.79	128.53	106.86	112.95	129.53	112.24	129.87
"FBgn0039232"	0.59	0.15	0.77	0.00	0.00	0.16	0.15	0.33	0.34	0.04	0.23	0.29
"FBgn0039233"	92.52	113.14	104.72	107.23	118.95	97.08	144.84	132.51	140.01	130.56	155.43	132.84
"FBgn0039234"	100.06	93.24	96.67	90.10	87.98	95.14	129.82	119.56	102.88	102.93	102.20	112.80
"FBgn0039235"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08
"FBgn0039237"	0.00	0.00	0.51	1.12	0.22	0.45	0.00	1.45	0.97	0.43	0.83	0.40
"FBgn0039238"	0.24	0.13	0.43	0.08	0.06	0.76	0.33	0.40	0.70	0.55	0.93	0.67
"FBgn0039239"	0.19	0.20	0.68	1.01	0.00	0.20	0.63	0.19	0.69	0.00	1.34	1.97
"FBgn0039240"	80.20	65.93	65.74	66.95	58.61	70.31	51.30	38.52	32.36	54.26	45.59	49.27
"FBgn0039241"	90.13	82.39	73.83	97.81	90.31	94.06	18.24	16.88	14.71	41.04	33.19	33.42
"FBgn0039244"	0.04	0.04	0.26	1.06	0.42	1.49	0.35	0.37	0.60	2.59	1.70	1.75
"FBgn0039246"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00
"FBgn0039249"	4.37	4.04	3.83	2.89	3.08	3.01	4.11	2.97	2.86	3.00	1.99	2.64
"FBgn0039250"	78.27	72.88	75.03	41.72	45.78	42.86	67.82	60.02	56.32	50.52	48.65	48.23
"FBgn0039251"	135.71	122.53	116.21	127.20	110.67	120.55	96.78	78.15	54.85	101.75	86.20	91.97
"FBgn0039252"	86.54	85.26	83.85	80.89	78.84	82.82	92.30	81.15	69.03	80.86	74.43	84.37
"FBgn0039254"	17.89	18.95	15.66	21.56	17.65	22.55	4.24	4.26	4.80	4.49	5.20	4.43
"FBgn0039257"	0.03	0.02	0.07	0.06	0.01	0.45	0.08	0.08	0.08	0.68	0.58	0.46
"FBgn0039258"	68.11	77.07	62.20	52.34	44.91	48.69	3.11	4.40	5.34	8.69	8.14	6.16
"FBgn0039259"	135.08	179.71	181.94	145.32	157.96	142.36	180.85	198.22	203.61	178.77	186.16	188.91
"FBgn0039260"	51.54	43.98	48.32	45.52	46.26	45.55	33.59	29.03	27.50	41.08	39.43	39.45
"FBgn0039261"	145.95	129.00	132.13	130.09	115.84	135.93	140.62	120.87	102.20	133.17	118.10	136.35
"FBgn0039264"	0.00	0.00	0.00	0.00	0.12	0.24	1.52	0.11	0.41	0.82	0.27	0.32
"FBgn0039265"	103.04	116.83	124.66	87.53	104.99	92.76	96.44	95.93	75.57	88.30	87.39	87.21
"FBgn0039266"	24.45	25.43	28.65	21.06	28.16	26.41	68.29	75.86	87.70	47.67	62.59	61.54
"FBgn0039269"	87.69	98.21	93.12	99.14	113.54	99.29	29.81	30.12	29.98	64.90	66.66	55.77
"FBgn0039270"	56.82	58.73	55.95	57.52	61.99	60.68	88.25	79.52	77.26	80.49	84.79	84.62
"FBgn0039271"	53.64	52.28	54.54	56.03	59.44	56.82	34.38	32.83	41.10	46.75	41.20	41.00
"FBgn0039272"	51.29	62.16	62.06	30.87	33.87	32.26	16.03	13.21	11.41	16.89	15.65	14.93
"FBgn0039273"	37.31	41.33	37.68	39.35	41.69	40.25	12.77	18.16	21.80	24.60	25.12	23.44
"FBgn0039274"	68.73	70.79	74.73	71.20	78.51	69.20	109.90	111.77	105.06	100.10	101.70	94.50
"FBgn0039277"	0.08	0.14	0.41	0.00	0.08	0.17	0.37	0.33	0.19	0.19	0.16	0.17
"FBgn0039280"	20.61	23.04	22.79	19.10	22.37	20.54	20.46	18.25	17.33	19.25	21.36	19.15
"FBgn0039282"	0.13	0.04	0.38	0.02	0.12	0.31	0.76	0.90	1.24	0.74	0.78	0.86
"FBgn0039283"	2.63	2.99	2.13	1.24	5.91	5.22	36.31	43.96	63.28	21.84	34.25	28.46
"FBgn0039286"	7.70	7.19	4.50	4.06	11.12	11.12	66.90	84.56	115.45	36.18	56.44	53.25
"FBgn0039288"	0.72	1.29	0.64	0.92	1.60	1.96	14.04	16.19	19.66	11.32	14.61	12.80
"FBgn0039290"	0.29	0.18	0.53	0.47	0.39	0.73	0.80	1.27	0.99	0.76	1.83	1.51
"FBgn0039291"	54.37	72.35	67.64	57.82	62.20	56.84	41.36	41.60	38.77	42.25	45.40	38.47
"FBgn0039293"	57.86	61.33	60.54	46.07	46.12	48.94	8.20	7.57	5.12	14.46	12.59	10.24
"FBgn0039294"	0.02	0.00	0.00	0.06	0.00	0.27	0.13	0.00	0.00	0.50	0.22	0.17
"FBgn0039296"	38.80	39.97	37.50	40.62	37.71	40.09	4.78	4.49	3.54	15.93	12.60	10.87
"FBgn0039297"	0.78	0.64	3.72	0.00	0.33	0.57	1.36	2.97	3.12	0.16	0.06	0.36
"FBgn0039298"	0.08	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.07	0.00	0.00	0.00
"FBgn0039299"	0.00	0.00	0.09	0.00	0.00	0.08	0.09	0.15	0.42	0.00	0.00	0.00
"FBgn0039300"	1436.69	1626.26	1814.06	1598.89	1957.26	1650.09	2111.63	2124.13	2166.60	2152.71	2250.65	2153.12
"FBgn0039301"	101.69	107.38	99.10	88.75	92.85	87.66	50.90	50.07	53.93	53.58	57.82	59.08
"FBgn0039302"	165.37	116.37	131.30	133.75	114.32	142.80	153.25	130.74	109.28	132.97	119.26	145.93
"FBgn0039303"	139.62	139.24	146.27	133.46	145.89	143.69	106.97	96.34	85.31	146.06	136.69	130.53
"FBgn0039304"	66.49	73.10	65.97	49.78	49.04	50.10	49.77	41.99	31.25	44.41	38.42	39.58
"FBgn0039305"	122.36	134.63	122.15	127.08	155.39	129.75	163.76	155.88	177.44	148.72	170.22	147.90
"FBgn0039306"	61.28	64.78	56.71	56.97	56.29	59.40	13.98	18.43	20.76	22.21	25.88	22.31
"FBgn0039307"	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06
"FBgn0039308"	0.47	0.19	1.55	0.08	0.00	0.00	0.58	0.98	1.05	0.00	0.00	0.49
"FBgn0039309"	0.00	0.09	0.40	0.00	0.00	0.00	0.00	0.09	0.10	0.06	0.34	0.57
"FBgn0039310"	0.00	0.06	0.00	0.07	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00
"FBgn0039311"	0.11	0.06	0.20	0.00	0.00	0.00	0.37	0.97	1.21	0.00	0.00	0.21
"FBgn0039312"	0.06	0.00	0.00	0.07	0.00	0.12	0.43	1.24	1.11	0.00	0.04	0.05
"FBgn0039313"	0.15	0.05	0.06	0.00	0.00	0.10	0.66	1.24	1.34	0.40	0.08	0.23
"FBgn0039315"	0.18	0.00	0.49	0.00	0.00	0.18	0.19	0.61	0.62	0.06	0.04	0.38
"FBgn0039316"	0.11	0.22	0.45	0.00	0.11	0.57	0.06	0.26	0.10	0.27	7.47	5.65
"FBgn0039319"	0.12	0.19	0.79	0.08	0.00	0.37	0.33	0.85	1.17	0.72	2.43	1.55
"FBgn0039321"	0.37	0.22	1.68	0.20	0.44	0.87	1.93	2.08	2.36	1.47	0.96	1.11
"FBgn0039323"	0.11	0.33	0.19	0.00	0.00	0.11	0.17	0.41	0.24	0.00	0.16	0.05
"FBgn0039324"	0.21	0.16	0.25	0.00	0.06	0.00	0.63	1.11	1.27	0.32	0.32	0.34
"FBgn0039325"	0.34	0.29	1.55	0.00	0.00	0.06	0.80	0.97	1.25	0.00	0.00	0.26
"FBgn0039326"	0.30	0.15	1.84	0.00	0.00	0.31	0.49	0.85	1.67	0.95	0.19	0.92
"FBgn0039328"	0.05	0.05	0.00	0.00	0.06	0.22	0.17	0.40	0.09	0.21	0.32	0.24
"FBgn0039329"	15.41	15.35	13.39	11.54	9.19	11.53	2.13	2.11	2.37	4.18	4.53	3.89
"FBgn0039331"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039332"	0.52	0.45	2.86	0.06	0.05	0.36	1.60	2.56	1.00	0.61	0.23	0.84
"FBgn0039335"	15.35	16.24	18.18	18.38	19.79	18.19	10.78	9.75	6.96	13.39	12.62	12.20
"FBgn0039336"	35.78	40.45	38.34	36.75	34.46	31.52	24.49	20.71	21.38	30.38	27.18	29.77
"FBgn0039337"	79.83	91.21	81.85	81.02	75.12	74.63	42.71	41.41	47.48	49.41	56.71	53.35
"FBgn0039338"	93.34	69.25	65.90	78.62	64.95	82.79	104.93	95.61	94.36	75.91	73.20	83.26
"FBgn0039339"	19.72	20.07	19.35	16.93	18.56	17.81	6.03	6.08	6.53	6.92	7.35	5.16
"FBgn0039341"	90.48	88.41	79.51	90.95	83.14	89.26	50.76	39.02	28.27	65.18	54.77	61.59
"FBgn0039342"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00
"FBgn0039343"	0.37	0.71	0.61	0.09	0.08	0.30	1.39	1.84	1.74	0.62	0.64	1.01
"FBgn0039344"	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.04	0.00	0.21	0.06	0.12
"FBgn0039346"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039347"	0.03	0.00	0.02	0.00	0.00	0.00	0.07	0.09	0.05	0.06	0.09	0.06
"FBgn0039348"	139.75	135.61	119.18	124.93	108.53	119.08	14.07	12.23	13.17	29.35	26.71	21.38
"FBgn0039349"	48.72	46.29	34.52	47.76	45.02	46.86	10.78	13.33	17.85	14.61	17.70	14.94
"FBgn0039350"	325.86	324.40	317.43	394.42	372.00	383.96	352.90	307.55	264.01	398.61	326.18	353.30
"FBgn0039354"	0.02	0.00	0.06	0.00	0.00	0.02	0.00	0.13	0.10	0.00	0.02	0.06
"FBgn0039355"	29.77	30.00	29.55	30.50	31.62	29.59	34.50	33.01	27.32	32.70	32.86	31.18
"FBgn0039356"	24.52	28.80	29.89	13.84	19.81	16.63	29.15	26.35	24.63	15.83	16.79	16.34
"FBgn0039357"	30.32	34.31	34.51	26.97	28.19	28.10	13.99	12.80	14.40	18.38	18.37	19.04
"FBgn0039358"	142.10	127.34	129.57	137.36	121.34	131.31	48.13	51.21	42.65	72.92	64.59	66.95
"FBgn0039359"	3569.46	3515.91	3902.55	3918.50	4023.90	3784.46	5029.86	4967.57	5080.74	4926.00	5237.61	4940.00
"FBgn0039360"	39.17	38.65	38.57	38.56	35.44	34.46	14.86	15.09	12.37	15.47	13.79	12.92
"FBgn0039366"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00
"FBgn0039367"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039368"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039369"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039370"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039371"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039373"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00
"FBgn0039374"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039376"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039378"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039379"	95.02	78.08	76.09	84.55	80.40	90.33	46.21	31.27	29.84	64.96	49.17	48.63
"FBgn0039380"	0.22	0.00	0.16	0.00	0.00	0.18	0.19	0.15	0.19	0.08	0.00	0.08
"FBgn0039381"	58.22	56.11	49.81	58.84	54.11	62.15	15.38	13.30	14.24	31.80	28.88	24.30
"FBgn0039385"	80.50	73.79	69.79	77.90	71.92	76.36	21.29	12.64	11.88	34.76	30.23	32.01
"FBgn0039386"	0.27	0.27	0.00	0.57	0.09	0.64	0.19	0.25	0.39	0.53	0.40	0.41
"FBgn0039387"	0.00	0.00	0.00	0.00	0.10	0.07	0.04	0.06	0.03	0.00	0.15	0.21
"FBgn0039395"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039396"	0.00	0.00	0.06	0.00	0.00	0.05	0.03	0.02	0.04	0.05	0.00	0.02
"FBgn0039398"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0039402"	65.73	62.24	52.42	68.49	66.59	70.23	31.74	29.00	26.72	49.37	43.61	39.56
"FBgn0039403"	79.10	79.97	78.29	64.80	70.14	64.31	81.03	76.90	69.19	69.94	75.37	72.24
"FBgn0039404"	42.95	52.48	42.47	49.30	46.75	48.86	5.68	9.67	10.59	11.75	12.21	11.36
"FBgn0039405"	36.53	40.07	45.69	37.09	39.67	32.86	8.20	8.86	5.74	13.37	12.40	8.19
"FBgn0039406"	680.74	704.56	691.74	694.68	708.96	662.59	771.45	791.07	773.27	706.98	740.70	740.17
"FBgn0039407"	23.93	22.05	21.34	24.09	26.51	21.71	13.26	12.24	16.47	17.85	19.62	15.79
"FBgn0039408"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.11	0.05
"FBgn0039411"	0.02	0.02	0.00	0.00	0.02	0.07	0.00	0.02	0.00	0.13	0.15	0.08
"FBgn0039413"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
