	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0343253"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0445830"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343254"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343255"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343256"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343260"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343261"	2.00	3.00	3.00	3.00	3.00	5.00	2.00	4.00	1.00	1.00	7.00	3.00	5.00	3.00	4.00
"FBtr0343262"	25.00	17.00	33.00	35.00	28.00	28.00	35.00	23.00	38.00	29.00	42.00	33.00	34.00	41.00	66.00
"FBtr0343304"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343305"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343306"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343307"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343308"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343311"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343312"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343315"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343343"	5.00	2.00	1.00	4.00	5.00	2.00	0.00	2.00	3.00	5.00	5.00	6.00	3.00	6.00	8.00
"FBtr0343372"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343374"	4.00	3.00	2.00	4.00	2.00	4.00	6.00	1.00	2.00	2.00	0.00	6.00	1.00	1.00	1.00
"FBtr0343376"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083392"	1782.97	2644.90	3555.25	2803.80	3422.97	2598.97	3896.29	2345.30	3916.22	1433.92	968.74	1904.78	1761.29	1388.66	4297.84
"FBtr0339155"	1097.03	1730.10	1640.75	777.20	983.03	865.03	2481.71	2439.70	1780.78	991.08	1167.26	704.22	927.71	829.34	1289.16
"FBtr0083035"	5567.96	7045.24	7529.11	9448.57	10559.39	9638.70	10229.65	8827.49	10141.83	6177.56	6407.23	7072.84	5691.52	4563.77	9477.80
"FBtr0083036"	55.15	42.06	51.87	82.97	78.91	58.48	53.85	33.21	46.60	30.70	38.02	55.23	58.62	28.56	58.06
"FBtr0083037"	9.89	64.88	9.04	27.16	43.02	42.09	61.11	51.42	34.04	18.26	24.15	17.18	9.41	50.26	26.78
"FBtr0333276"	0.00	105.83	19.98	41.30	56.68	114.73	39.40	84.88	39.53	22.48	18.60	60.75	47.46	86.41	137.37
"FBtr0343390"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343386"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343393"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343394"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343395"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343396"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343397"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343398"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343402"	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0452213"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343445"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304431"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072260"	373.79	821.80	799.32	335.19	494.25	228.86	960.61	521.21	679.57	270.16	263.30	230.46	240.87	242.97	590.53
"FBtr0303783"	35.24	181.19	107.93	0.00	38.70	33.46	185.45	0.00	148.34	150.60	66.20	27.45	61.35	27.30	71.90
"FBtr0343436"	313.97	513.02	825.74	434.81	555.05	289.68	729.94	573.79	921.10	160.24	164.49	333.09	259.78	417.73	878.57
"FBtr0302085"	632.00	1045.44	1329.89	539.60	724.48	344.28	1736.98	1096.15	1438.02	455.77	311.96	539.19	568.55	550.06	1246.76
"FBtr0302086"	0.00	0.00	0.00	0.00	0.00	13.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302583"	0.00	0.00	0.00	0.00	0.00	0.00	8.46	0.00	0.00	0.00	0.00	0.00	9.19	0.00	0.00
"FBtr0302584"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0306630"	0.00	102.40	125.11	0.00	0.00	0.00	0.00	0.00	43.02	102.67	57.28	52.58	0.00	0.00	50.67
"FBtr0306631"	0.00	0.16	0.00	142.40	107.52	129.36	85.55	122.85	244.21	104.56	97.76	42.23	18.57	37.94	128.57
"FBtr0306632"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.74	0.00	0.00	0.00	3.68	0.00	0.00
"FBtr0333888"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333889"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343493"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343499"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343500"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343516"	2.00	1.00	4.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	4.00	5.00	0.00	0.00	2.00
"FBtr0343541"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343542"	79.00	89.00	66.00	175.00	179.00	163.00	28.00	35.00	28.00	120.00	84.00	121.00	115.00	153.00	107.00
"FBtr0343543"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344647"	0.00	0.00	15.04	16.09	0.00	0.00	23.89	0.00	56.23	0.00	0.00	0.00	30.47	0.00	84.70
"FBtr0344648"	96.07	230.11	204.93	159.17	167.40	125.95	302.62	217.45	290.89	107.59	85.27	84.15	31.47	59.13	192.49
"FBtr0344649"	26.93	0.00	3.06	0.00	100.06	0.00	138.77	0.00	0.00	14.41	0.00	16.85	49.06	72.98	52.45
"FBtr0344650"	0.00	115.27	128.81	0.00	0.00	0.00	71.71	78.55	188.88	0.00	0.00	0.00	0.00	20.89	107.31
"FBtr0344651"	0.00	0.00	0.00	1.87	2.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344652"	0.00	54.62	27.95	0.00	0.00	7.05	0.00	0.00	0.00	0.00	7.73	0.00	0.00	0.00	0.00
"FBtr0344668"	0.00	0.00	2.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.52
"FBtr0343550"	0.00	4.00	0.00	1.00	0.00	1.00	0.00	1.00	3.00	2.00	0.00	0.00	0.00	0.00	1.00
"FBtr0343551"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBtr0343552"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343553"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00
"FBtr0343554"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00
"FBtr0343555"	135.29	413.04	305.45	264.69	460.04	401.87	676.67	423.97	355.03	221.04	176.58	246.62	162.73	237.56	770.18
"FBtr0343556"	680.73	1111.75	1369.35	690.00	796.31	346.10	1304.13	836.34	1430.73	566.45	333.27	516.43	624.86	555.80	1497.74
"FBtr0343557"	0.00	204.58	127.23	119.06	251.17	227.06	180.64	290.50	50.29	0.53	114.09	94.51	21.03	10.17	173.24
"FBtr0343558"	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00	0.00	0.00	1.76	0.00	0.00	0.00	0.00
"FBtr0343559"	0.00	0.00	3.53	6.75	0.00	3.32	7.46	11.77	0.00	6.86	0.00	3.77	0.00	3.61	3.57
"FBtr0343560"	922.98	1257.63	1446.44	1153.50	1252.67	862.66	1683.10	1142.42	1504.95	913.12	749.30	790.67	1105.38	1025.86	1692.27
"FBtr0343565"	0.00	0.00	7.25	0.00	0.00	0.00	0.00	0.00	2.50	0.00	2.95	0.00	0.00	0.00	0.00
"FBtr0087904"	1027.00	1699.00	1732.00	1732.00	2036.00	1611.00	140.00	45.00	141.00	803.00	646.00	961.00	790.00	968.00	2067.00
"FBtr0343601"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343603"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343630"	0.00	0.00	2.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBtr0343631"	0.00	4.00	4.00	6.06	0.00	2.00	3.00	2.00	5.00	15.00	8.00	12.00	1.00	0.00	1.00
"FBtr0076462"	1348.00	1280.00	1013.00	1463.00	1606.00	1346.00	1425.00	1557.00	1398.00	1555.00	1574.00	1609.00	1286.00	1256.00	1273.00
"FBtr0072457"	4.00	14.00	8.00	58.00	71.00	53.71	7.00	4.00	4.00	2.00	1.00	0.00	4.00	0.00	10.00
"FBtr0072458"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0100126"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330231"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	4.00	0.00
"FBtr0343605"	0.00	0.00	0.00	0.00	0.00	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302280"	59.83	236.12	302.88	75.82	48.83	84.39	209.33	73.60	198.01	86.11	31.94	163.51	67.85	85.96	179.88
"FBtr0302281"	683.64	1151.75	909.85	681.91	732.38	428.06	1595.82	1254.77	1496.14	531.66	433.37	461.58	579.50	560.58	1671.20
"FBtr0302282"	0.00	10.47	0.00	0.00	10.54	10.14	9.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333879"	223.06	582.33	895.54	178.53	689.50	236.82	742.37	416.27	652.70	283.46	188.39	125.82	180.28	282.94	430.85
"FBtr0085467"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085468"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330293"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343693"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343654"	0.00	1.00	3.00	3.00	4.00	3.00	1.00	0.00	1.00	5.00	2.00	0.00	0.00	0.00	2.00
"FBtr0343655"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343658"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343659"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343660"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343670"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343691"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343677"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343679"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343705"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBtr0343702"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343701"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343697"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343698"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343711"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343709"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343712"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343714"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343731"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343732"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343733"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343736"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343715"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343720"	0.00	0.00	2.00	1.00	0.00	3.00	1.00	0.00	1.00	1.00	0.00	1.00	4.00	0.00	1.00
"FBtr0343723"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343724"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBtr0343713"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343730"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343729"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343746"	0.00	0.00	5.08	0.00	5.90	2.30	0.00	0.00	0.00	2.12	0.00	0.00	0.00	0.00	0.00
"FBtr0343745"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBtr0343743"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343744"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343750"	0.00	11.16	0.00	29.07	30.51	21.14	0.00	30.83	42.78	24.70	30.75	45.12	0.63	2.82	0.00
"FBtr0433519"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343751"	174.39	179.77	143.18	188.29	222.29	134.07	211.23	322.27	217.44	315.79	333.75	316.87	121.90	137.86	115.08
"FBtr0433518"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343748"	25.46	35.97	18.03	0.00	33.58	13.83	38.27	0.00	0.00	0.00	22.48	13.84	13.33	0.00	31.96
"FBtr0343749"	112.98	62.60	52.64	90.18	83.67	72.36	79.49	72.18	66.48	94.12	76.53	113.57	32.68	14.03	14.91
"FBtr0433517"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343752"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0433526"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343753"	31.73	29.77	15.10	47.26	39.79	36.21	59.48	44.73	31.56	58.06	74.65	66.56	26.00	29.19	27.37
"FBtr0433525"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343754"	0.00	0.00	12.12	0.00	11.33	51.91	0.00	0.00	0.00	35.56	0.02	0.00	7.93	0.00	0.00
"FBtr0433522"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343757"	22.64	12.51	7.94	0.00	4.26	11.83	37.30	33.36	36.83	39.92	51.49	49.73	52.07	62.09	33.73
"FBtr0433524"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343755"	59.71	13.61	21.96	15.53	52.14	6.74	48.13	60.73	66.39	143.78	111.58	113.33	36.70	45.91	33.84
"FBtr0433523"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343756"	10.34	0.00	0.00	72.26	0.00	0.00	18.41	17.79	0.00	3.12	0.00	75.72	0.00	0.00	0.00
"FBtr0347109"	0.00	28.66	0.00	0.00	35.13	0.00	0.00	0.00	12.02	0.00	44.18	0.00	0.00	10.61	8.75
"FBtr0433527"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343760"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343761"	1.00	6.00	1.00	2.00	2.00	1.00	1.00	2.00	5.00	4.00	0.00	4.00	0.00	3.00	1.00
"FBtr0343762"	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00	0.00	0.00	1.07	0.00	0.00	0.00	0.00
"FBtr0343766"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343773"	3.00	1.00	2.00	2.00	3.00	3.00	4.00	4.00	2.00	4.00	2.00	1.00	0.00	1.00	1.00
"FBtr0089394"	2885.94	3072.44	2598.69	4008.83	4449.85	3745.48	3455.22	3894.32	3594.42	3595.20	3673.05	4274.82	3612.97	3316.49	4533.21
"FBtr0346639"	15.06	20.56	7.31	83.17	105.15	64.52	10.78	10.68	7.58	14.80	41.95	14.18	18.03	18.51	6.79
"FBtr0343791"	496.50	581.50	539.00	685.50	790.00	684.50	53.00	38.50	53.50	426.00	404.00	489.50	430.50	507.50	657.00
"FBtr0343793"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00
"FBtr0343792"	3.00	3.00	3.00	0.00	1.00	2.00	4.00	6.00	4.00	2.00	0.00	4.00	6.00	5.00	4.00
"FBtr0344945"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343795"	106.51	138.95	127.07	143.54	168.09	115.56	79.53	67.47	64.96	118.01	102.89	125.12	102.84	94.28	173.65
"FBtr0343796"	13.04	31.52	34.67	28.60	42.40	30.46	28.81	22.31	18.36	19.08	27.88	18.18	33.09	45.90	32.95
"FBtr0343797"	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343802"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343840"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343843"	0.00	0.00	0.00	0.00	0.00	4.60	0.00	1.00	0.96	0.00	0.00	0.00	0.00	0.00	0.85
"FBtr0343813"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343820"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343818"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343816"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343832"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343836"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343847"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343859"	12.00	10.00	7.00	10.00	10.00	14.00	10.00	24.00	16.00	25.00	7.00	13.00	0.00	0.00	0.00
"FBtr0343849"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343851"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343861"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343876"	27.00	28.00	35.00	34.00	45.00	29.00	37.00	24.00	46.00	22.00	21.00	25.00	24.00	14.00	34.00
"FBtr0343872"	1.00	2.00	0.00	1.00	5.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00	3.00	3.00
"FBtr0343862"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343863"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343866"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345755"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343868"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343881"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343882"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343877"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343878"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343879"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343887"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343886"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343885"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343897"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343890"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343891"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	3.00
"FBtr0343892"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
