	"RWUpf_B.isoforms.results"	"RWUpf_C.isoforms.results"	"RWUpf_D.isoforms.results"	"RWNos_A.isoforms.results"	"RWNos_B.isoforms.results"	"RWNos_C.isoforms.results"	"RWUN_G.isoforms.results"	"RWUN_K.isoforms.results"	"RWUN_L.isoforms.results"	"RWL7_A.isoforms.results"	"RWL7_B.isoforms.results"	"RWL7_C.isoforms.results"	"RWW_B.isoforms.results"	"RWW_C.isoforms.results"	"RWW_D.isoforms.results"
"FBtr0331560"	875.73	1078.07	1081.80	1460.43	1533.38	1211.48	958.75	585.72	772.27	1027.11	890.17	1077.00	1118.30	906.03	2040.29
"FBtr0082279"	6781.00	8259.00	7635.00	10609.00	11135.00	10161.00	2774.00	2235.00	2938.00	6602.00	6425.00	7571.00	7302.00	7868.00	11289.00
"FBtr0075018"	846.10	993.06	637.55	978.58	1078.00	783.64	995.75	1185.73	1059.10	1008.18	771.77	730.09	805.21	911.87	1261.30
"FBtr0310276"	0.00	0.00	179.45	60.15	40.20	103.08	50.10	22.29	0.00	0.00	43.03	113.83	159.42	0.00	105.33
"FBtr0345391"	9.90	13.94	9.00	14.27	18.80	42.29	28.16	4.98	24.90	24.82	16.20	5.08	34.36	25.13	35.37
"FBtr0076633"	30118.00	28066.00	23622.00	29690.00	31987.00	29091.00	29197.00	35967.00	30649.00	36706.00	39446.00	38384.00	38707.00	34313.00	28824.00
"FBtr0082534"	3457.13	6000.05	6837.88	3124.08	4146.09	2824.65	6037.35	4224.09	5787.96	3073.59	2552.33	3271.66	3264.39	3327.97	8217.78
"FBtr0082535"	2963.87	4886.95	5719.12	4812.92	5508.91	4293.35	5244.65	3422.91	5059.04	2213.41	1700.67	2352.34	2396.61	2782.03	7216.22
"FBtr0084337"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBtr0082473"	16.01	10.61	16.03	16.14	10.71	5.15	5.43	15.57	15.89	39.59	18.78	40.92	29.86	15.45	16.34
"FBtr0082474"	169.86	222.57	200.95	252.33	257.07	194.59	117.57	121.67	139.31	345.05	378.52	238.12	285.37	272.74	252.76
"FBtr0334890"	4321.88	4065.10	3290.15	4413.02	4692.19	4272.25	3306.56	4546.60	3626.52	6047.36	5631.31	5649.71	5927.69	5413.39	4476.43
"FBtr0347553"	163.25	145.72	40.87	208.51	140.03	229.01	136.45	34.16	111.28	80.01	154.39	132.25	204.08	119.42	102.46
"FBtr0078704"	995.00	1569.00	1737.00	1962.00	2132.00	2103.00	2000.00	1646.00	2051.00	995.00	1084.00	1096.00	1119.00	961.00	1997.00
"FBtr0072254"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBtr0072255"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076405"	3953.00	4224.00	3649.00	4724.00	4628.00	4614.00	2967.00	3776.00	3441.00	4521.00	4944.00	4883.00	4695.00	4497.00	4504.00
"FBtr0089185"	4.00	0.52	4.02	4.00	0.68	0.00	11.00	0.00	8.02	2.44	0.00	0.00	4.78	0.00	5.93
"FBtr0339509"	0.00	2.48	3.98	0.00	5.32	1.00	0.00	6.00	7.98	1.56	2.00	1.00	3.22	4.00	5.07
"FBtr0073514"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073515"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00
"FBtr0308845"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0308846"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343985"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343986"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0070634"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	3.36
"FBtr0070635"	1.24	1.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00
"FBtr0337066"	0.00	0.00	0.00	0.00	0.00	5.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0337067"	0.76	0.00	7.00	37.00	15.70	81.46	0.00	0.02	6.00	0.00	0.00	0.00	4.00	0.00	0.00
"FBtr0345714"	0.00	0.00	0.00	0.00	19.30	0.00	4.30	6.98	0.00	0.00	0.00	0.00	0.00	0.00	2.64
"FBtr0076846"	183.40	298.94	289.69	511.59	577.76	441.11	393.46	276.66	454.94	365.86	236.31	414.97	246.98	213.03	660.48
"FBtr0302045"	730.09	870.48	706.74	535.85	779.19	580.97	853.92	789.80	695.68	759.79	693.96	625.88	817.34	660.39	734.37
"FBtr0332729"	39.51	62.57	101.57	71.56	61.05	93.92	128.62	62.54	53.38	77.34	64.73	133.15	100.68	75.58	149.15
"FBtr0081328"	135.59	229.00	156.98	207.58	178.83	223.45	22.64	39.28	59.39	203.35	124.98	184.94	117.78	121.86	226.16
"FBtr0081329"	5926.08	6843.77	6387.51	9395.23	9770.00	8698.95	1910.95	1307.70	1854.21	6392.36	6113.11	7495.84	6261.12	5473.39	8979.78
"FBtr0081330"	1157.25	1350.52	1333.88	1614.64	1843.89	1681.04	364.40	290.02	370.53	1279.69	1229.62	1461.77	964.66	849.80	1635.42
"FBtr0306234"	28.08	42.71	32.62	66.56	50.29	69.56	22.00	0.00	15.87	45.61	33.29	42.45	43.44	27.95	62.64
"FBtr0079837"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089741"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBtr0089742"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0305962"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077731"	902.81	739.46	359.72	1602.69	934.20	1062.46	636.69	1533.19	698.07	652.28	954.46	1610.93	539.85	1145.05	287.81
"FBtr0077734"	1120.19	1433.54	1616.28	1177.31	1968.80	1753.54	1281.31	630.81	1324.93	1804.72	1658.54	1197.07	1931.15	768.95	2199.19
"FBtr0080561"	105.76	259.37	370.95	153.02	194.04	176.05	103.86	80.19	130.85	90.29	119.64	112.42	75.15	113.17	261.69
"FBtr0080562"	716.24	1175.17	1233.05	831.98	1025.80	717.12	789.14	492.81	528.17	721.71	588.36	630.58	530.85	406.65	1072.78
"FBtr0343669"	0.00	28.46	0.00	0.00	12.16	12.83	0.00	0.00	13.98	0.00	0.00	0.00	0.00	16.17	9.52
"FBtr0083117"	3205.00	3641.00	3521.00	5134.00	5396.00	4858.00	2278.00	1981.00	2241.00	3934.00	3843.00	4423.00	3730.00	2708.00	5367.00
"FBtr0087664"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071387"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0079994"	1839.00	1833.00	1576.00	2156.00	2317.00	1968.00	2151.00	2636.00	2364.00	2336.00	2250.00	2412.00	1958.00	1698.00	2236.00
"FBtr0083964"	27915.00	26725.00	22992.00	27819.00	29202.00	26538.00	29214.00	36170.00	32444.00	32705.00	32715.00	35265.00	33360.00	29008.00	25830.00
"FBtr0087511"	1051.00	1513.00	1526.00	1155.00	1257.00	1062.00	121.00	72.00	120.00	637.00	534.00	743.00	646.00	784.00	1510.00
"FBtr0347603"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071937"	1047.00	1088.00	1023.00	1497.00	1616.00	1478.00	1482.00	1279.00	1349.00	1230.00	1161.00	1330.00	1232.00	974.00	1502.00
"FBtr0084599"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334870"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0084172"	2273.29	2888.97	2755.67	3486.14	3773.39	3504.17	3657.60	3646.91	3637.60	2817.23	2925.60	2956.85	2829.41	2540.87	3574.59
"FBtr0084173"	16.48	7.97	12.15	8.22	28.51	20.03	13.09	27.72	20.11	10.86	24.31	30.26	25.54	3.84	19.79
"FBtr0335194"	30.23	44.06	36.18	76.64	66.10	114.80	47.31	142.37	76.28	30.91	58.10	50.89	77.06	52.29	78.62
"FBtr0290271"	15.32	7.61	23.28	15.45	22.84	15.00	7.74	0.00	29.57	21.79	27.12	44.21	14.48	36.91	24.82
"FBtr0335199"	1859.68	2447.39	2519.72	2604.55	2830.16	2326.00	1723.26	1410.00	1615.43	1913.21	1705.88	1989.79	2035.52	2006.09	3015.18
"FBtr0335200"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0087357"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	51.10	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0329955"	16.15	81.11	171.55	8.23	8.87	0.00	8.36	32.24	0.00	7.99	0.00	0.00	0.00	72.19	42.43
"FBtr0329956"	168.83	131.81	55.19	180.54	134.91	150.45	21.08	7.52	16.93	194.93	136.67	213.09	113.94	79.88	142.26
"FBtr0329957"	16.15	81.11	171.55	8.23	8.87	0.00	8.36	32.24	0.00	7.99	0.00	0.00	0.00	72.19	42.43
"FBtr0346265"	487.87	1079.97	1181.70	425.00	632.34	297.55	136.21	0.00	66.96	227.08	214.33	236.91	215.06	279.73	975.87
"FBtr0085482"	2225.00	2664.00	2215.00	3329.00	3534.00	3167.00	2906.00	2794.00	2768.00	2906.00	2519.00	2729.00	2834.00	1894.00	3528.00
"FBtr0077453"	401.82	409.31	365.26	628.23	658.97	642.97	54.09	56.47	37.33	540.39	534.81	574.60	690.10	659.11	571.04
"FBtr0110812"	162.18	164.69	111.74	254.77	288.03	262.03	62.91	56.53	73.67	204.61	185.19	193.40	217.90	226.89	200.96
"FBtr0089184"	0.00	0.00	23.46	22.04	0.00	18.65	26.36	67.00	55.00	44.19	47.00	22.95	35.54	0.00	66.92
"FBtr0332858"	0.00	0.00	0.00	0.00	0.00	2.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.03	0.00
"FBtr0332859"	28.00	26.00	5.54	30.96	70.00	26.61	30.64	0.00	0.00	22.81	0.00	35.05	27.46	43.01	13.53
"FBtr0344897"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.96	2.55
"FBtr0085787"	1287.00	2169.00	2633.99	1146.92	1357.56	1107.00	3003.73	2045.00	2697.00	1020.00	858.13	1067.00	994.71	851.00	2514.00
"FBtr0334551"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334552"	0.00	0.00	26.01	15.08	9.44	0.00	10.27	0.00	0.00	0.00	6.87	0.00	10.29	0.00	0.00
"FBtr0084664"	842.00	987.00	923.00	1263.00	1326.00	1206.00	1188.00	1160.00	1131.00	961.00	979.00	1195.00	1131.00	910.00	1346.00
"FBtr0076614"	4694.63	5955.09	5666.86	6221.28	7352.15	5770.85	7852.67	6815.57	7035.92	5911.14	4340.60	4779.88	4832.08	3553.03	7614.03
"FBtr0076615"	124.37	308.91	327.14	214.72	240.85	213.15	307.33	225.43	297.08	119.86	184.40	228.12	238.92	187.97	391.97
"FBtr0085539"	1573.91	1648.54	1388.16	2575.48	2243.39	2207.62	783.90	1021.18	814.29	1989.91	1781.17	2052.67	2243.36	1901.62	2122.23
"FBtr0085540"	934.51	952.51	841.85	1280.21	1378.56	1601.20	422.49	310.66	406.69	1029.92	1248.53	1161.16	1124.54	1022.77	1061.03
"FBtr0085541"	3189.58	3668.95	3448.99	4546.31	4893.05	4700.18	1610.61	1560.15	1758.02	3389.18	3922.30	4135.18	3715.10	3591.61	4114.74
"FBtr0300596"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300597"	1430.48	2041.19	2062.81	1858.36	2054.72	1551.74	302.47	164.40	283.52	1032.46	1007.07	1357.41	1380.31	1586.06	2621.12
"FBtr0300598"	235.83	314.10	410.19	231.22	264.99	225.53	35.53	17.60	31.17	162.58	135.59	265.64	249.97	311.32	478.31
"FBtr0340016"	13.69	162.71	75.00	11.43	145.30	66.73	0.00	0.00	15.30	42.96	38.34	11.95	64.72	51.61	113.57
"FBtr0083565"	12474.38	15468.71	13609.80	18881.88	20817.31	18760.70	18925.57	18625.38	18216.43	14286.87	13787.61	14654.77	14044.20	12373.49	19915.04
"FBtr0083566"	2483.62	3100.36	2704.88	3416.15	3674.85	3183.58	4053.82	3950.86	3741.08	2686.57	2586.88	2954.59	2526.36	2064.10	3634.93
"FBtr0083567"	4532.00	4493.28	4700.93	7018.71	7112.11	6313.57	6004.36	6094.93	5788.22	4817.49	4765.03	5481.17	4837.45	4134.92	6524.57
"FBtr0083568"	1421.00	1487.65	1557.40	1993.26	2087.73	1950.16	2266.25	2073.83	1966.27	1796.08	1615.48	1556.47	1216.99	1108.48	2012.46
"FBtr0072712"	0.00	0.00	0.00	3.18	3.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.06	0.00	6.63
"FBtr0072713"	1449.00	1691.00	1441.00	2904.82	2865.95	2688.00	76.00	49.00	66.00	1582.00	1316.00	1545.00	1671.94	1948.00	1963.37
"FBtr0081844"	2610.38	2851.85	2486.64	3379.95	3464.78	3170.20	2513.01	2853.69	2625.72	3178.82	3026.65	3470.19	2770.79	2585.79	3136.60
"FBtr0081845"	50.62	47.19	37.36	63.58	137.04	92.56	24.40	32.68	49.19	90.97	73.80	70.83	46.86	3.13	34.95
"FBtr0081846"	15.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.09	20.38	0.00	0.00	0.00	0.00	0.00
"FBtr0306260"	24.76	14.96	0.00	26.47	25.19	41.24	31.59	38.63	0.00	7.83	14.54	7.97	7.35	24.08	8.44
"FBtr0076968"	230.03	401.51	417.44	148.26	319.02	172.66	549.17	311.25	688.42	182.60	157.22	152.12	120.06	180.36	468.47
"FBtr0301562"	112.97	225.49	213.56	194.74	161.98	142.34	358.83	304.75	101.58	197.40	83.78	169.88	191.94	127.64	329.53
"FBtr0073471"	23056.85	26951.86	23163.46	31863.48	33547.69	29454.11	29215.49	31869.63	29790.95	27020.76	27810.03	29057.40	24501.98	23993.22	30920.26
"FBtr0073472"	27.50	73.30	59.22	56.30	124.46	122.71	28.71	78.28	28.09	51.82	48.81	26.32	106.50	97.94	31.62
"FBtr0340164"	3124.75	3508.50	3138.65	3860.53	4063.84	3480.93	5007.75	5878.47	5127.88	3823.63	3812.89	4005.51	4531.13	5129.74	5208.31
"FBtr0340165"	48.89	32.34	44.67	70.69	63.01	104.26	104.05	34.62	51.08	70.78	51.27	25.77	88.39	42.10	99.81
"FBtr0071924"	0.50	0.50	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.50	0.50	1.00	0.00	0.00	0.50
"FBtr0330249"	0.50	0.50	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.50	0.50	1.00	0.00	0.00	0.50
"FBtr0343014"	0.00	0.00	3.00	16.00	17.00	28.00	0.00	9.00	18.00	0.00	0.00	0.00	0.00	3.00	0.00
"FBtr0080638"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074784"	363.86	573.34	794.72	327.60	483.37	382.35	369.26	272.78	345.63	348.88	293.95	437.88	438.90	536.39	1054.93
"FBtr0302082"	557.14	939.66	921.28	495.40	544.63	255.65	358.74	156.22	346.37	381.12	355.05	403.12	573.10	608.61	983.07
"FBtr0087477"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345427"	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080213"	1763.00	2026.00	1913.00	2260.00	2450.00	2165.00	2066.00	1974.00	1981.00	1981.00	1885.00	2090.00	2173.00	2043.00	3106.00
"FBtr0077211"	610.05	720.49	664.70	967.38	1071.02	1004.48	67.28	38.08	59.68	633.15	649.09	572.12	651.86	821.87	916.15
"FBtr0346380"	89.95	118.51	127.30	195.62	137.98	130.52	11.72	13.92	6.32	50.85	74.91	160.88	66.14	99.13	90.85
"FBtr0074969"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0301489"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0084273"	353.94	708.09	970.09	482.16	638.29	372.17	1193.75	759.71	1093.48	280.36	251.49	312.17	362.72	335.89	836.01
"FBtr0084275"	0.00	7.35	0.00	0.00	0.00	3.43	0.00	0.00	0.00	0.00	0.00	0.00	3.09	3.27	0.00
"FBtr0084276"	0.00	0.00	0.00	0.00	84.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304669"	109.06	147.56	176.91	192.84	192.07	191.40	186.25	99.29	253.52	130.64	130.51	155.83	177.19	156.85	239.99
"FBtr0309249"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088774"	38.19	211.14	241.83	136.89	108.84	33.93	266.81	158.20	136.28	26.57	4.28	57.01	90.83	72.82	207.56
"FBtr0088775"	64.69	126.85	149.36	69.16	61.95	0.00	400.89	292.53	350.92	93.44	91.94	94.11	0.00	162.20	283.14
"FBtr0088776"	25.04	34.62	43.48	36.32	51.28	8.24	17.23	24.12	31.87	32.97	56.12	7.97	16.72	8.32	60.23
"FBtr0100575"	42.00	61.45	90.20	54.27	62.11	43.27	100.20	84.19	85.88	28.74	12.95	67.29	36.82	40.42	92.70
"FBtr0301915"	1829.30	3578.70	4588.23	1339.41	2336.00	941.37	5272.48	3168.82	4277.99	1367.72	1278.43	1439.42	1689.13	1858.26	3724.37
"FBtr0301916"	0.00	58.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	93.63
"FBtr0301917"	32.61	0.00	0.00	68.57	31.96	0.00	33.00	0.00	29.88	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304681"	1126.87	1989.83	2288.30	706.20	903.06	640.79	3011.05	1879.03	2859.22	753.36	727.29	774.68	1112.55	1197.50	2636.35
"FBtr0304682"	590.11	1531.83	1741.60	606.72	601.32	444.73	1381.25	1318.11	1770.24	531.20	533.99	657.52	448.93	467.48	984.92
"FBtr0330630"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.10
"FBtr0330631"	34.59	0.00	0.00	30.73	23.24	181.34	31.04	0.00	34.36	0.00	0.00	18.00	0.00	0.00	0.00
"FBtr0346957"	34.59	0.00	0.00	30.73	23.24	181.34	31.04	0.00	34.36	0.00	0.00	18.00	0.00	0.00	0.00
"FBtr0078852"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	3.00	2.00	2.00	0.00	0.00	0.00
"FBtr0345252"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0078324"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333449"	1.00	2.00	0.00	1.00	2.00	0.00	0.00	1.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00
"FBtr0082959"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0112893"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.89
"FBtr0334955"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334956"	0.00	0.00	0.00	0.00	0.00	3.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334957"	0.00	0.00	0.00	5.00	3.00	4.33	2.00	2.00	0.00	0.00	2.00	0.00	1.00	1.00	1.11
"FBtr0075126"	24.00	21.00	17.00	59.00	79.00	73.00	26.00	28.00	22.00	32.00	23.00	27.00	17.00	21.00	24.00
"FBtr0078037"	41.57	0.00	0.00	20.84	73.38	48.84	100.21	51.52	102.99	64.41	73.62	115.34	36.20	73.47	0.00
"FBtr0302120"	0.00	0.00	0.00	0.00	0.00	0.00	5.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302121"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302612"	1212.42	1782.19	1876.70	1683.05	1849.13	1414.92	1574.66	1216.26	1371.78	1144.84	944.20	1297.46	1316.80	1339.20	2279.67
"FBtr0334763"	16.01	38.81	47.30	30.11	32.49	24.24	23.64	7.22	16.24	20.74	18.18	17.20	0.00	28.34	51.33
"FBtr0078030"	2149.00	2191.00	1824.00	2732.00	2851.00	2416.00	1956.00	2393.00	2319.00	2410.00	2301.00	2508.00	2484.00	2244.00	2908.00
"FBtr0071602"	0.00	13.10	0.00	13.71	12.84	3.73	19.54	0.00	10.05	4.73	0.00	4.90	0.00	0.00	28.15
"FBtr0071603"	1119.00	3511.25	4720.90	1136.95	1603.65	745.13	4458.68	2416.16	4158.94	608.71	580.77	604.09	714.36	1273.46	3050.37
"FBtr0071604"	2429.04	7400.45	9322.82	1775.86	2931.21	1076.77	5380.50	2809.77	4941.12	1563.75	1032.60	1378.69	1533.80	2768.54	7119.48
"FBtr0342890"	127.95	110.19	110.28	42.48	81.30	75.37	123.27	38.07	113.89	81.81	35.64	80.32	77.84	0.00	90.00
"FBtr0071775"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071776"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBtr0080260"	0.00	0.00	0.00	0.00	0.00	16.76	0.00	0.00	13.82	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080261"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080262"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0080263"	140.85	275.12	178.26	104.95	191.01	150.95	35.19	12.64	20.81	155.20	80.74	89.48	130.41	155.39	374.70
"FBtr0305262"	18.75	36.28	27.55	15.59	9.66	9.55	4.95	4.49	5.43	13.26	8.91	9.79	5.17	23.54	53.67
"FBtr0335473"	174.97	385.53	462.86	224.51	233.29	218.89	54.88	54.64	46.19	193.16	128.32	205.28	261.20	293.15	404.32
"FBtr0335474"	0.00	0.00	11.17	0.00	22.39	0.00	0.00	0.00	15.11	19.79	0.00	0.00	0.00	0.00	0.00
"FBtr0335475"	235.20	272.42	298.46	305.60	300.33	353.98	109.74	38.75	107.73	233.27	222.33	263.76	370.61	408.67	529.77
"FBtr0335476"	360.23	490.63	613.70	469.35	501.32	245.87	28.24	25.49	2.89	208.31	164.70	208.69	279.62	434.26	794.55
"FBtr0071637"	1050.00	1409.00	1499.00	1727.00	1918.39	1780.44	152.00	102.00	193.00	1088.00	1015.00	1324.00	849.00	908.00	1458.00
"FBtr0071638"	0.00	0.00	0.00	0.00	10.61	23.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077189"	6877.00	7964.00	7135.00	10037.00	10542.00	9828.00	3379.00	3106.00	3322.00	6553.00	8250.00	8855.00	7620.00	7768.00	9710.00
"FBtr0087774"	16.58	16.30	25.04	48.49	80.89	62.51	40.77	7.63	63.72	15.70	7.32	48.41	15.75	16.25	49.87
"FBtr0087775"	4136.00	6133.98	6833.40	5907.74	6777.24	5337.54	4879.26	3425.49	4903.85	3352.50	3021.40	4130.27	3930.38	3478.29	7590.83
"FBtr0339755"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.46	0.00
"FBtr0344199"	124.43	92.73	32.56	58.77	30.87	205.95	62.98	116.87	90.44	60.80	81.28	63.32	28.87	0.00	129.30
"FBtr0089699"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343734"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0072130"	6.00	7.00	5.00	8.00	3.00	9.00	26.91	11.08	29.00	11.00	20.00	16.85	34.00	10.00	36.00
"FBtr0100255"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330600"	0.00	0.00	0.00	0.00	0.00	0.00	4.09	3.92	0.00	0.00	0.00	4.15	0.00	0.00	0.00
"FBtr0077466"	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00
"FBtr0088004"	0.00	0.00	1.00	16.00	19.00	48.00	1.00	1.00	1.00	0.00	1.00	1.00	0.00	1.00	0.00
"FBtr0303037"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0071381"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0273354"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00
"FBtr0310290"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331335"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00
"FBtr0305995"	128.59	381.26	416.85	309.35	361.98	321.47	245.00	114.72	89.13	270.15	189.79	275.02	177.53	223.89	570.16
"FBtr0337103"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0337104"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0337105"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
