	"X8294_w_01.isoforms.results"	"X8295_w_01.isoforms.results"	"X8296_w_01.isoforms.results"	"X8297_nos_01.isoforms.results"	"X8298_nos_01.isoforms.results"	"X8299_nos_01.isoforms.results"	"X8300_w_23.isoforms.results"	"X8301_w_23.isoforms.results"	"X8302_w_23.isoforms.results"	"X8303_nos_23.isoforms.results"	"X8304_nos_23.isoforms.results"	"X8305_nos_23.isoforms.results"
"FBtr0339514"	13.78	14.02	11.24	9.50	11.07	12.56	1.69	1.98	1.96	2.78	2.82	3.30
"FBtr0299515"	90.47	75.64	70.28	73.86	64.14	71.57	17.34	10.70	9.20	27.05	18.05	17.74
"FBtr0299516"	26.26	21.96	22.75	30.63	24.47	33.51	25.98	21.05	16.40	30.21	25.54	32.30
"FBtr0074873"	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.00
"FBtr0074874"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0074875"	61.52	53.35	51.12	65.89	50.92	60.73	2.27	2.82	2.14	5.81	4.41	3.69
"FBtr0333877"	0.39	0.00	0.47	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00
"FBtr0071004"	8.96	11.40	9.19	13.94	25.64	26.09	57.75	69.68	88.69	74.29	85.25	78.61
"FBtr0083752"	1.43	1.34	1.25	1.16	1.30	1.88	1.26	1.35	1.05	1.84	1.52	1.80
"FBtr0330044"	1.43	1.34	1.25	1.16	1.30	1.88	1.26	1.35	1.05	1.84	1.52	1.80
"FBtr0347007"	25.67	22.36	21.31	15.17	16.89	13.58	5.95	3.05	2.81	7.93	5.88	4.84
"FBtr0083275"	53.45	48.47	50.46	49.62	49.52	54.14	69.14	59.96	48.22	59.56	51.94	65.00
"FBtr0084894"	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.53	0.55	0.00	0.07	0.14
"FBtr0084895"	0.00	0.00	0.00	0.00	0.22	0.11	0.22	0.20	0.27	0.41	0.55	0.47
"FBtr0344091"	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.06	0.07	0.15
"FBtr0344092"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0345058"	0.00	0.00	0.00	0.18	0.00	0.14	0.00	0.00	0.00	0.00	0.10	0.38
"FBtr0091780"	0.00	0.00	0.00	0.00	0.18	0.00	0.19	0.33	0.31	0.00	0.40	0.16
"FBtr0091686"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10
"FBtr0091520"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0091479"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00
"FBtr0091928"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302335"	0.63	0.00	0.81	0.86	0.21	13.87	9.92	2.02	4.53	12.52	3.16	7.87
"FBtr0345144"	0.60	0.31	0.51	0.00	0.00	0.00	1.02	0.17	0.68	0.38	0.75	0.50
"FBtr0345145"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00
"FBtr0302267"	0.54	0.75	0.58	0.50	0.51	0.91	1.32	1.38	1.59	1.17	2.15	2.15
"FBtr0302271"	82.20	85.02	76.73	77.50	77.64	79.10	64.64	56.09	42.01	73.04	65.36	70.50
"FBtr0302274"	0.07	0.00	0.25	0.28	0.07	0.22	1.32	1.29	1.39	0.64	0.65	0.79
"FBtr0302275"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302276"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346520"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302277"	1.03	1.63	1.18	3.16	1.71	1.24	1.37	0.99	1.36	2.26	0.29	0.74
"FBtr0302278"	25.69	20.41	19.86	19.31	17.63	17.12	16.55	14.85	9.81	15.04	12.47	17.81
"FBtr0302279"	0.12	0.22	0.24	0.17	0.00	0.14	0.00	0.10	0.10	0.13	0.00	0.00
"FBtr0302283"	24.69	25.67	25.86	20.32	21.49	20.80	15.33	12.97	12.04	14.64	14.53	12.51
"FBtr0302290"	6.00	6.32	4.86	1.88	1.75	0.98	2.68	2.00	2.04	1.11	1.04	0.96
"FBtr0301037"	4.46	1.38	2.54	1.97	3.28	0.84	1.64	2.04	2.49	2.32	0.55	2.56
"FBtr0343490"	33.82	47.73	40.33	34.35	37.03	41.48	13.56	14.46	14.17	11.80	15.70	11.98
"FBtr0302273"	47.05	51.99	49.86	53.02	47.38	53.24	12.27	16.42	17.03	17.85	19.67	16.72
"FBtr0302272"	82.20	85.02	76.73	77.50	77.64	79.10	64.64	56.09	42.01	73.04	65.36	70.50
"FBtr0070841"	1.73	2.53	0.00	0.96	1.38	0.64	0.59	0.00	1.05	0.92	0.77	2.19
"FBtr0070842"	1.83	1.85	2.07	1.65	1.06	2.37	1.06	0.55	1.02	1.37	0.31	0.32
"FBtr0332399"	10.09	5.14	9.17	5.24	2.29	5.47	3.94	2.94	2.91	3.08	1.98	3.58
"FBtr0332400"	52.55	35.39	37.40	27.56	26.98	32.36	24.96	15.67	10.90	24.54	13.73	20.71
"FBtr0332401"	5.68	10.24	4.35	21.49	11.36	16.15	8.17	6.29	3.32	10.93	13.70	9.63
"FBtr0088911"	87.22	71.95	59.94	75.03	62.21	79.42	66.51	61.08	56.22	77.45	66.78	67.60
"FBtr0088912"	61.17	39.34	46.43	55.97	36.98	49.92	44.60	37.39	33.51	45.18	35.26	44.09
"FBtr0100216"	1.36	2.89	1.23	2.75	1.76	3.28	1.54	2.07	2.50	2.56	3.33	3.36
"FBtr0111274"	101.97	115.92	120.39	80.45	90.25	90.72	130.09	126.80	109.71	93.47	91.22	105.50
"FBtr0111277"	11.52	13.80	14.35	7.17	8.09	8.53	20.04	20.42	19.04	13.68	15.06	16.13
"FBtr0081547"	27.60	32.02	32.53	22.45	24.74	21.95	42.66	39.01	39.96	28.08	27.48	27.86
"FBtr0307274"	5.90	5.05	4.91	5.64	4.86	5.32	7.21	8.21	7.44	6.85	7.81	8.58
"FBtr0071522"	530.40	528.11	520.30	532.50	554.39	489.92	445.95	414.81	384.48	463.78	428.56	452.59
"FBtr0085738"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302289"	0.74	0.72	1.62	1.02	1.30	1.23	0.36	0.00	1.18	0.37	0.00	0.94
"FBtr0336843"	314.42	316.80	288.09	298.28	269.42	283.56	96.81	90.32	84.50	129.61	118.85	110.90
"FBtr0089743"	3.38	3.59	1.75	1.19	0.84	0.86	0.09	0.24	0.23	0.17	0.06	0.22
"FBtr0089744"	0.37	0.00	0.12	0.00	0.24	0.29	0.08	0.00	0.00	0.07	0.00	0.00
"FBtr0089745"	48.23	37.98	37.60	40.26	32.73	42.95	1.93	1.57	1.31	6.29	5.70	4.26
"FBtr0346674"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302292"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302293"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.04
"FBtr0086084"	19.99	26.85	25.32	22.57	34.34	24.21	35.91	28.99	28.50	32.25	32.16	42.69
"FBtr0086085"	50.86	46.59	54.54	41.93	26.86	45.43	63.26	71.58	60.88	50.60	48.52	50.31
"FBtr0086086"	3.62	7.87	8.96	1.04	13.56	6.55	11.76	12.74	7.25	10.80	13.24	13.26
"FBtr0302350"	0.41	0.23	0.00	0.14	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00
"FBtr0335261"	0.00	0.00	0.19	0.00	0.28	0.78	1.92	2.80	3.37	0.00	1.52	1.73
"FBtr0078951"	3.77	3.23	3.63	2.60	7.26	6.99	58.88	61.39	62.89	35.22	32.96	43.94
"FBtr0078986"	64.15	67.33	55.60	60.13	57.05	62.59	7.11	6.21	5.92	15.18	14.36	10.71
"FBtr0079646"	114.90	135.92	144.59	120.50	136.52	129.37	184.94	212.02	200.08	172.55	205.64	183.79
"FBtr0086552"	89.45	74.77	74.42	79.87	73.99	80.71	24.30	18.53	16.09	30.05	29.05	29.09
"FBtr0086553"	13.18	12.34	10.98	11.83	8.88	11.16	6.20	7.24	5.02	9.13	6.50	6.11
"FBtr0086554"	16.00	13.44	8.62	18.31	12.30	14.73	7.15	6.99	7.26	10.72	5.83	6.29
"FBtr0070249"	0.92	1.72	2.01	2.26	1.25	4.16	7.40	7.71	8.20	8.84	8.72	7.72
"FBtr0308707"	33.18	18.25	22.81	23.52	11.39	18.69	4.73	0.47	2.27	4.11	0.00	5.23
"FBtr0330205"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0330206"	2.61	4.37	2.68	4.28	4.19	4.85	0.54	0.90	0.36	0.55	0.96	0.60
"FBtr0330207"	0.60	0.00	0.00	0.00	2.10	0.00	0.46	0.40	0.00	2.74	0.00	0.38
"FBtr0336978"	0.68	0.40	0.29	0.59	1.86	0.46	1.26	2.14	2.51	2.89	5.98	3.75
"FBtr0346960"	2.61	4.37	2.68	4.28	4.19	4.85	0.54	0.90	0.36	0.55	0.96	0.60
"FBtr0347011"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0076938"	80.68	68.48	63.86	78.46	66.68	82.75	37.67	31.20	24.23	81.35	66.78	77.15
"FBtr0070106"	0.00	0.29	0.41	0.00	0.00	0.40	0.00	0.33	0.53	0.90	0.00	0.87
"FBtr0332990"	0.44	0.00	0.24	0.42	0.00	1.35	0.47	0.19	0.35	0.00	0.67	0.50
"FBtr0309753"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0309754"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0309755"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.97	0.00	9.07	0.00
"FBtr0309756"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086500"	2.77	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331920"	75.99	71.04	72.88	70.51	69.65	76.45	119.79	114.44	116.80	96.22	99.83	111.33
"FBtr0100022"	283.81	244.56	242.01	255.95	238.92	254.83	317.88	307.67	295.63	273.36	249.00	284.13
"FBtr0100023"	0.00	0.20	0.40	0.08	0.16	0.31	0.23	0.51	0.26	0.64	0.32	0.42
"FBtr0332274"	0.35	0.04	1.29	0.46	0.60	0.10	1.34	0.99	1.42	1.26	0.83	0.14
"FBtr0299622"	11.48	11.09	12.77	8.91	7.01	7.88	7.72	6.11	3.80	6.23	5.83	4.45
"FBtr0299623"	11.35	8.50	8.88	3.87	3.67	4.57	7.13	4.62	4.33	3.75	2.74	3.03
"FBtr0299624"	0.88	0.51	0.74	0.62	0.15	0.10	1.37	0.97	0.56	0.99	0.84	1.18
"FBtr0299625"	40.15	31.86	26.47	29.51	25.12	27.93	19.54	14.71	12.53	21.91	16.35	18.70
"FBtr0339261"	0.00	0.52	0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0086693"	36.01	38.12	38.19	35.73	36.84	46.63	19.35	22.50	26.36	26.66	28.35	25.77
"FBtr0331958"	26.58	22.31	15.02	22.05	11.69	12.72	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0085863"	170.11	166.69	152.06	166.61	162.16	155.12	124.33	111.91	98.55	127.35	117.91	115.05
"FBtr0302392"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302394"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334273"	0.04	0.00	0.21	0.18	0.22	0.11	1.07	1.70	2.05	0.63	0.97	0.65
"FBtr0302398"	34.11	53.38	145.40	1772.44	64.42	211.88	66.20	85.88	0.00	59.47	264.77	94.95
"FBtr0302396"	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334741"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0331803"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335392"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0307886"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302437"	1.96	4.07	6.75	0.00	0.00	0.00	5.39	5.66	8.13	0.00	0.00	0.88
"FBtr0310017"	0.00	0.11	0.00	0.45	0.00	0.95	0.00	0.00	0.00	0.58	0.53	0.86
"FBtr0310018"	0.13	0.00	0.00	0.11	0.12	0.69	0.00	0.00	0.10	0.87	0.34	0.52
"FBtr0310019"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.56	0.00	0.00
"FBtr0310020"	0.00	0.00	0.00	0.10	0.00	0.00	0.05	0.00	0.00	0.13	0.05	0.10
"FBtr0344146"	0.08	0.00	0.12	0.00	0.00	0.14	0.29	0.22	0.00	0.00	0.51	0.37
"FBtr0304719"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0304720"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0343642"	0.03	0.00	0.04	0.04	0.00	0.03	0.00	0.03	0.00	0.13	0.00	0.00
"FBtr0344595"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.09	0.00	0.22	0.00
"FBtr0302458"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0073720"	194.91	174.03	180.91	176.03	170.69	171.12	214.12	201.83	174.12	184.86	164.35	187.41
"FBtr0301517"	0.00	0.00	0.00	0.05	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0301518"	0.00	0.00	0.00	0.00	0.00	0.02	0.15	0.00	0.12	0.00	0.14	0.27
"FBtr0301519"	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.26	0.89	0.19
"FBtr0301520"	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.11	0.00	0.00	0.00	0.22
"FBtr0301608"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.22
"FBtr0333586"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333587"	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.11	0.00	0.00
"FBtr0080623"	0.00	0.01	0.00	0.00	0.02	0.00	0.00	0.03	0.01	0.04	0.02	0.01
"FBtr0306039"	51.25	48.49	51.30	39.43	37.25	41.10	6.09	7.86	8.47	11.41	11.19	9.25
"FBtr0306040"	0.00	0.00	0.00	0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0303712"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0083619"	71.18	48.07	56.13	56.16	43.36	53.91	66.59	46.10	36.42	48.16	41.07	57.95
"FBtr0336472"	19.17	33.04	25.21	16.47	15.62	17.59	35.55	40.50	38.03	26.65	22.97	24.06
"FBtr0080640"	0.58	0.75	3.95	0.00	0.45	6.37	4.43	6.37	5.44	1.39	0.33	5.52
"FBtr0343680"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.92	0.00	0.55
"FBtr0080639"	40.96	33.27	32.99	45.91	41.03	47.38	52.87	49.70	45.51	54.18	51.42	57.05
"FBtr0302558"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346505"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302559"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0346506"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302554"	2.50	3.17	2.01	2.07	6.34	7.26	32.75	39.63	40.38	27.21	30.92	33.17
"FBtr0302555"	0.00	0.00	0.00	0.11	0.03	0.00	0.00	0.03	0.02	0.17	0.07	0.08
"FBtr0302556"	0.00	0.00	0.00	0.23	0.15	0.39	0.32	0.07	0.02	0.73	0.42	0.37
"FBtr0309868"	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302644"	1.72	0.88	1.19	1.55	1.06	1.64	0.65	1.55	1.02	1.23	0.82	1.57
"FBtr0302645"	0.00	0.96	1.38	0.00	0.00	0.02	1.38	0.00	0.21	0.92	0.72	0.55
"FBtr0310576"	0.12	0.00	0.00	0.00	0.00	0.43	0.00	0.09	0.00	0.49	0.00	0.00
"FBtr0302647"	4.86	4.87	0.00	0.00	1.47	1.93	0.00	0.36	0.00	0.00	0.00	0.00
"FBtr0302648"	0.00	5.60	6.43	6.05	0.00	3.50	0.73	0.00	0.17	1.09	1.24	0.00
"FBtr0302649"	8.50	2.26	4.23	2.61	5.23	2.40	0.00	0.00	0.00	0.00	0.00	0.88
"FBtr0302650"	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.06	0.00	0.00	0.36	0.28
"FBtr0302651"	5.37	3.81	4.02	1.48	0.99	1.87	0.43	0.14	0.23	0.49	0.00	0.15
"FBtr0302660"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302661"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302662"	0.09	0.06	0.23	0.00	0.00	0.07	0.18	0.12	0.09	0.06	0.00	0.16
"FBtr0302663"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302664"	1.38	1.33	1.34	1.32	0.75	1.39	0.97	1.01	1.18	1.23	0.78	1.19
"FBtr0302665"	0.34	0.19	0.11	0.47	0.09	0.38	0.70	0.54	0.27	0.58	0.65	0.74
"FBtr0333601"	0.00	0.04	0.00	0.00	0.28	0.17	0.00	0.04	0.00	0.19	0.11	0.00
"FBtr0333602"	0.20	0.08	0.27	0.24	0.08	0.27	0.23	0.19	0.12	0.26	0.20	0.33
"FBtr0344165"	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344166"	0.55	0.69	0.57	1.00	0.64	0.71	0.50	0.76	0.76	0.53	0.48	0.46
"FBtr0302666"	0.00	0.00	0.00	2.95	0.02	3.21	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302667"	0.00	0.00	0.33	0.00	0.00	0.77	0.90	0.35	0.00	0.71	1.12	0.72
"FBtr0302668"	0.00	0.00	0.11	0.00	0.00	0.22	0.00	0.00	0.00	0.20	0.23	0.00
"FBtr0302669"	0.47	0.33	0.89	0.63	0.70	0.00	0.00	0.36	0.00	0.00	0.00	0.00
"FBtr0302670"	0.00	0.10	0.00	0.37	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302673"	15.75	15.18	15.97	4.33	5.91	5.78	5.03	4.53	3.58	3.12	1.65	2.75
"FBtr0303586"	22.44	10.81	11.22	18.60	16.10	17.81	6.94	3.82	2.97	10.07	7.84	7.12
"FBtr0306633"	0.51	0.41	1.09	0.33	0.78	0.90	0.15	0.25	0.21	0.41	0.11	0.00
"FBtr0306634"	15.75	18.34	15.84	25.64	19.81	24.13	8.05	4.88	4.25	9.80	6.97	6.56
"FBtr0082037"	0.66	0.77	0.00	0.95	0.20	1.11	2.62	3.28	1.95	1.79	2.15	3.09
"FBtr0082038"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0082039"	0.00	0.15	0.34	0.00	0.00	0.00	0.00	0.09	0.17	0.00	0.11	0.13
"FBtr0111027"	0.21	0.64	0.00	0.55	0.00	2.22	0.67	0.66	1.20	1.87	1.79	1.26
"FBtr0111028"	0.27	0.07	0.00	0.33	0.28	0.00	1.25	1.38	2.05	0.68	1.10	1.74
"FBtr0111029"	0.76	0.78	0.42	0.34	0.34	0.85	1.14	1.00	0.47	0.96	0.84	0.62
"FBtr0111030"	0.00	0.00	0.83	0.00	0.45	0.57	0.79	0.00	1.29	1.44	0.57	0.00
"FBtr0111031"	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0111032"	0.00	0.41	0.00	0.42	0.38	1.85	0.32	0.00	0.00	0.97	1.16	0.00
"FBtr0302691"	0.00	0.00	0.00	0.00	0.00	0.36	0.12	0.00	0.00	0.00	0.27	0.39
"FBtr0302692"	0.31	0.00	0.67	0.03	0.48	0.09	1.68	1.60	1.74	2.04	1.96	2.84
"FBtr0302693"	0.00	0.00	1.31	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302694"	0.71	0.21	0.61	0.21	1.10	0.68	1.59	2.97	2.65	2.48	2.67	2.63
"FBtr0302695"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334303"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0334304"	0.28	0.24	0.56	0.13	0.00	0.08	0.53	0.86	0.88	0.83	0.51	0.00
"FBtr0344283"	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.00
"FBtr0344284"	0.00	0.24	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302696"	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.13
"FBtr0302697"	0.17	0.00	0.17	0.00	0.00	0.07	0.15	0.00	0.20	0.27	0.00	0.00
"FBtr0302698"	5.55	6.36	13.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302699"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302700"	0.00	0.00	0.00	10.98	7.16	8.29	0.00	0.00	0.00	0.00	0.06	0.00
"FBtr0304933"	13.42	7.56	0.48	1.83	1.52	6.35	2.30	1.06	0.13	0.99	0.00	0.00
"FBtr0304934"	0.00	0.00	0.00	6.01	5.80	1.19	0.00	0.00	0.00	3.68	3.67	2.56
"FBtr0330283"	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.13
"FBtr0339906"	3.74	5.48	10.09	7.18	5.09	7.56	1.77	1.18	1.69	1.41	0.89	2.82
"FBtr0339907"	9.78	3.55	0.05	2.30	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.35
"FBtr0345849"	1.04	2.64	1.06	0.00	1.53	2.77	1.36	1.14	0.73	3.36	1.33	1.33
"FBtr0302701"	0.00	0.01	0.37	0.42	1.00	1.57	2.67	0.00	0.00	2.43	0.00	0.00
"FBtr0302702"	0.53	1.59	0.99	0.00	0.02	0.01	2.14	3.78	4.64	0.00	3.59	3.94
"FBtr0302703"	14.80	10.81	9.53	12.86	9.08	14.68	4.51	1.61	2.99	2.92	3.94	0.00
"FBtr0302704"	0.00	0.00	0.00	0.00	1.70	0.00	0.00	1.97	1.49	4.10	0.35	3.15
"FBtr0302706"	17.92	13.44	9.05	17.74	15.32	17.31	8.68	9.09	8.43	6.46	9.05	6.87
"FBtr0302707"	13.51	11.03	15.12	3.61	3.11	4.58	1.25	0.00	0.00	1.82	0.00	3.92
"FBtr0342885"	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47	0.14	0.00
"FBtr0342886"	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00
"FBtr0344188"	0.00	0.00	0.06	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0344189"	0.00	0.00	0.05	0.10	0.04	0.08	0.09	0.00	0.07	0.00	0.00	0.00
"FBtr0302709"	0.00	0.00	0.27	0.05	0.00	0.01	0.02	0.19	0.12	0.00	0.00	0.27
"FBtr0302710"	0.20	0.05	0.06	0.00	0.00	0.06	0.20	0.24	0.17	0.07	0.00	0.00
"FBtr0302711"	0.00	0.09	0.04	0.19	0.02	0.52	0.44	0.24	0.21	0.71	0.61	0.37
"FBtr0302712"	0.40	0.08	0.11	0.19	0.25	0.09	0.14	0.08	0.07	0.00	0.00	0.07
"FBtr0302713"	0.00	0.00	0.00	0.00	0.00	0.00	0.62	0.00	0.00	0.32	0.00	0.00
"FBtr0302714"	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.16	0.00	0.00
"FBtr0302715"	1.69	1.65	1.45	1.50	1.57	2.00	0.87	1.17	0.87	1.06	1.28	1.04
"FBtr0302716"	15.12	11.26	14.04	11.30	10.94	7.16	7.94	5.07	3.19	6.92	3.66	3.84
"FBtr0332698"	4.51	3.80	0.95	5.95	1.56	6.57	0.45	0.51	0.78	1.44	2.15	3.42
"FBtr0332699"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0077524"	40.36	37.11	56.79	24.62	22.27	35.32	47.87	53.10	52.91	39.15	43.89	39.22
"FBtr0345289"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302724"	0.09	0.00	0.11	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.20
"FBtr0302725"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0302726"	0.00	0.46	0.00	0.00	0.00	0.00	0.33	0.31	0.00	0.00	0.00	0.00
"FBtr0302727"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0303165"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0335519"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.05	0.00	0.00	0.00
"FBtr0302729"	24.61	24.00	23.20	23.99	22.88	22.91	25.27	24.90	21.08	24.57	22.17	24.52
"FBtr0302730"	14.91	11.44	12.49	11.04	10.78	10.39	1.78	2.08	0.00	0.00	0.00	2.58
"FBtr0332874"	0.00	0.00	0.00	0.22	0.21	0.00	0.00	0.00	0.00	0.00	0.14	0.14
"FBtr0345814"	3.22	3.63	3.52	1.70	1.84	3.50	0.00	0.00	2.23	3.07	3.08	0.00
"FBtr0302731"	0.25	0.19	0.00	0.17	0.37	0.62	1.17	1.23	0.76	0.77	0.37	1.65
"FBtr0302732"	0.22	0.07	0.19	0.00	0.47	0.81	0.63	0.94	1.64	1.37	2.03	1.54
"FBtr0302733"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.59	0.00	0.00
